activity_id,asset_id,timestamp,event_count,log_sources_active,network_events,authentication_events,status
ACT17696,AST03985,2026-08-14 06:00:00,665,5,232,101,Normal
ACT17697,AST13831,2026-09-08 07:00:00,991,4,443,37,Normal
ACT17698,AST21000,2026-09-07 04:00:00,1097,8,308,45,Normal
ACT17699,AST05013,2026-08-06 00:00:00,378,5,156,43,Normal
ACT17700,AST22687,2026-08-20 09:00:00,477,7,166,39,Normal
ACT17701,AST15656,2026-09-05 02:00:00,698,5,117,105,Normal
ACT17702,AST05200,2026-08-18 16:00:00,525,7,217,59,Normal
ACT17703,AST08997,2026-09-01 16:00:00,322,4,122,43,Normal
ACT17704,AST13954,2026-08-09 20:00:00,579,3,131,57,Normal
ACT17705,AST14947,2026-09-02 22:00:00,519,8,160,19,Normal
ACT17706,AST19528,2026-09-09 16:00:00,639,8,170,101,Normal
ACT17707,AST02031,2026-08-26 07:00:00,484,2,204,20,Normal
ACT17708,AST01167,2026-08-22 02:00:00,472,7,187,38,Normal
ACT17709,AST15927,2026-08-25 13:00:00,518,4,222,88,Normal
ACT17710,AST14983,2026-08-27 14:00:00,420,7,121,16,Normal
ACT17711,AST17902,2026-08-20 07:00:00,419,2,66,29,Normal
ACT17712,AST09146,2026-08-13 09:00:00,487,6,113,24,Normal
ACT17713,AST07105,2026-09-01 08:00:00,1560,4,631,236,Normal
ACT17714,AST01525,2026-08-24 05:00:00,408,5,74,53,Normal
ACT17715,AST10539,2026-08-01 11:00:00,942,8,333,132,Normal
ACT17716,AST23360,2026-08-22 17:00:00,563,2,112,59,Normal
ACT17717,AST02931,2026-08-08 01:00:00,651,3,286,63,Normal
ACT17718,AST09667,2026-08-25 13:00:00,596,5,255,86,Normal
ACT17719,AST15170,2026-08-15 04:00:00,536,2,194,59,Normal
ACT17720,AST21646,2026-08-27 06:00:00,525,7,201,25,Normal
ACT17721,AST24483,2026-09-07 07:00:00,359,2,54,26,Normal
ACT17722,AST10636,2026-08-31 05:00:00,372,6,89,28,Normal
ACT17723,AST23685,2026-08-21 02:00:00,612,6,176,78,Normal
ACT17724,AST21604,2026-08-29 06:00:00,575,3,165,19,Normal
ACT17725,AST20812,2026-09-04 15:00:00,896,4,292,136,Normal
ACT17726,AST22403,2026-08-20 05:00:00,1733,4,517,69,Normal
ACT17727,AST23346,2026-09-02 20:00:00,1058,8,464,143,Normal
ACT17728,AST04819,2026-08-19 01:00:00,548,6,179,38,Normal
ACT17729,AST06235,2026-08-16 15:00:00,637,4,145,104,Normal
ACT17730,AST24089,2026-09-09 07:00:00,1022,7,169,137,Normal
ACT17731,AST15819,2026-08-01 14:00:00,838,6,128,116,Normal
ACT17732,AST22219,2026-09-08 03:00:00,531,7,158,39,Normal
ACT17733,AST08114,2026-08-08 16:00:00,460,2,169,36,Normal
ACT17734,AST21075,2026-08-05 08:00:00,776,5,201,104,Normal
ACT17735,AST13953,2026-09-01 08:00:00,788,3,292,114,Normal
ACT17736,AST06677,2026-09-01 09:00:00,219,4,41,38,Normal
ACT17737,AST04676,2026-08-25 08:00:00,256,4,50,8,Normal
ACT17738,AST16307,2026-08-04 22:00:00,1010,7,296,34,Normal
ACT17739,AST24567,2026-08-21 13:00:00,368,8,106,38,Normal
ACT17740,AST10995,2026-08-23 07:00:00,582,7,105,92,Normal
ACT17741,AST21202,2026-08-16 14:00:00,291,2,61,30,Normal
ACT17742,AST18034,2026-08-13 18:00:00,522,5,174,70,Normal
ACT17743,AST23720,2026-08-03 03:00:00,761,2,118,135,Normal
ACT17744,AST17115,2026-08-08 04:00:00,956,4,195,42,Normal
ACT17745,AST23964,2026-08-26 08:00:00,408,7,93,62,Normal
ACT17746,AST24203,2026-08-13 07:00:00,1602,2,560,226,Normal
ACT17747,AST19932,2026-08-21 13:00:00,481,8,214,14,Normal
ACT17748,AST18436,2026-08-23 01:00:00,330,8,100,30,Normal
ACT17749,AST15264,2026-08-30 23:00:00,782,2,268,72,Normal
ACT17750,AST24763,2026-08-24 01:00:00,309,6,75,24,Normal
ACT17751,AST11190,2026-09-05 14:00:00,1224,7,471,93,Normal
ACT17752,AST06263,2026-08-28 15:00:00,586,6,130,35,Normal
ACT17753,AST16709,2026-09-09 05:00:00,417,3,137,47,Normal
ACT17754,AST20724,2026-08-07 17:00:00,1329,7,375,182,Normal
ACT17755,AST06922,2026-08-05 01:00:00,575,6,238,86,Normal
ACT17756,AST19052,2026-08-17 08:00:00,943,5,155,67,Normal
ACT17757,AST11471,2026-09-06 12:00:00,396,5,139,47,Normal
ACT17758,AST06537,2026-08-02 14:00:00,992,2,204,153,Normal
ACT17759,AST17723,2026-08-28 08:00:00,477,4,87,19,Normal
ACT17760,AST16823,2026-08-26 09:00:00,451,7,123,61,Normal
ACT17761,AST19096,2026-08-21 09:00:00,534,2,113,93,Normal
ACT17762,AST00389,2026-08-29 07:00:00,444,6,167,34,Normal
ACT17763,AST06080,2026-08-20 15:00:00,1278,8,373,81,Normal
ACT17764,AST15377,2026-08-10 10:00:00,696,5,160,77,Normal
ACT17765,AST20558,2026-08-22 20:00:00,661,3,219,109,Normal
ACT17766,AST13252,2026-08-05 10:00:00,539,8,114,61,Normal
ACT17767,AST06011,2026-08-28 22:00:00,1240,7,436,221,Normal
ACT17768,AST04257,2026-08-14 02:00:00,792,3,296,68,Normal
ACT17769,AST01452,2026-08-08 08:00:00,1533,4,243,175,Normal
ACT17770,AST09646,2026-09-01 16:00:00,603,8,208,86,Normal
ACT17771,AST12998,2026-08-02 14:00:00,596,2,134,58,Normal
ACT17772,AST19919,2026-08-22 02:00:00,1042,7,365,54,Normal
ACT17773,AST05192,2026-08-30 21:00:00,315,7,50,34,Normal
ACT17774,AST15623,2026-08-21 04:00:00,734,6,253,102,Normal
ACT17775,AST21827,2026-08-26 04:00:00,418,5,126,56,Normal
ACT17776,AST01224,2026-08-11 00:00:00,724,6,220,89,Normal
ACT17777,AST05076,2026-08-13 05:00:00,868,5,273,88,Normal
ACT17778,AST22877,2026-08-16 05:00:00,594,5,192,100,Normal
ACT17779,AST18096,2026-08-25 17:00:00,339,8,152,54,Normal
ACT17780,AST04394,2026-08-26 01:00:00,538,6,228,73,Normal
ACT17781,AST11906,2026-08-23 03:00:00,255,5,48,21,Normal
ACT17782,AST06304,2026-08-28 09:00:00,647,4,240,24,Normal
ACT17783,AST14420,2026-08-09 06:00:00,438,3,196,47,Normal
ACT17784,AST01692,2026-08-01 07:00:00,742,6,133,29,Normal
ACT17785,AST21202,2026-08-30 06:00:00,481,5,113,59,Normal
ACT17786,AST07098,2026-08-18 07:00:00,1136,4,486,121,Normal
ACT17787,AST09396,2026-09-07 20:00:00,665,3,271,26,Normal
ACT17788,AST17489,2026-09-02 16:00:00,1072,6,201,138,Normal
ACT17789,AST06174,2026-09-01 16:00:00,542,8,161,84,Normal
ACT17790,AST05396,2026-08-16 16:00:00,1181,2,212,43,Normal
ACT17791,AST11040,2026-08-23 02:00:00,724,8,292,58,Normal
ACT17792,AST15426,2026-08-27 09:00:00,618,8,204,68,Normal
ACT17793,AST03518,2026-08-10 02:00:00,615,8,136,32,Normal
ACT17794,AST16969,2026-08-28 21:00:00,672,8,245,22,Normal
ACT17795,AST13450,2026-08-16 23:00:00,1422,6,451,162,Normal
ACT17796,AST10339,2026-08-11 12:00:00,288,7,76,24,Normal
ACT17797,AST14221,2026-09-06 11:00:00,290,8,100,11,Normal
ACT17798,AST17512,2026-08-24 01:00:00,720,5,203,113,Normal
ACT17799,AST04978,2026-08-25 00:00:00,229,2,54,30,Normal
ACT17800,AST00991,2026-09-02 06:00:00,583,3,145,90,Normal
ACT17801,AST19017,2026-09-02 16:00:00,681,2,269,76,Normal
ACT17802,AST17358,2026-09-09 09:00:00,242,2,64,24,Normal
ACT17803,AST19844,2026-08-01 19:00:00,363,4,162,23,Normal
ACT17804,AST23843,2026-08-06 19:00:00,725,5,257,130,Normal
ACT17805,AST03301,2026-09-01 01:00:00,823,3,312,32,Normal
ACT17806,AST13528,2026-08-17 03:00:00,224,7,66,6,Normal
ACT17807,AST18505,2026-08-03 03:00:00,1047,3,401,42,Normal
ACT17808,AST12322,2026-09-01 16:00:00,683,5,164,65,Normal
ACT17809,AST12086,2026-09-04 10:00:00,350,5,68,59,Normal
ACT17810,AST06460,2026-08-16 15:00:00,636,2,113,84,Normal
ACT17811,AST21413,2026-08-23 21:00:00,594,6,206,74,Normal
ACT17812,AST13972,2026-09-08 00:00:00,407,7,92,12,Normal
ACT17813,AST05989,2026-09-07 02:00:00,412,8,127,53,Normal
ACT17814,AST20259,2026-08-30 05:00:00,422,2,156,61,Normal
ACT17815,AST20100,2026-08-23 16:00:00,632,2,135,64,Normal
ACT17816,AST20396,2026-09-03 11:00:00,878,8,146,139,Normal
ACT17817,AST14649,2026-08-29 11:00:00,743,7,280,60,Normal
ACT17818,AST03602,2026-08-16 11:00:00,420,6,166,23,Normal
ACT17819,AST12275,2026-08-23 12:00:00,0,0,0,0,Silent
ACT17820,AST09797,2026-08-22 15:00:00,1090,3,384,76,Normal
ACT17821,AST12003,2026-08-17 23:00:00,276,2,50,24,Normal
ACT17822,AST09193,2026-08-11 21:00:00,633,8,147,20,Normal
ACT17823,AST00699,2026-09-05 19:00:00,943,8,330,59,Normal
ACT17824,AST12052,2026-08-09 15:00:00,747,3,224,92,Normal
ACT17825,AST02595,2026-09-04 19:00:00,1204,6,343,214,Normal
ACT17826,AST22963,2026-09-07 21:00:00,424,5,100,25,Normal
ACT17827,AST04516,2026-08-11 07:00:00,381,8,116,54,Normal
ACT17828,AST19605,2026-08-30 23:00:00,599,8,122,86,Normal
ACT17829,AST00799,2026-09-07 00:00:00,595,3,98,59,Normal
ACT17830,AST02478,2026-08-23 06:00:00,928,8,246,137,Normal
ACT17831,AST17193,2026-08-08 12:00:00,1017,8,369,81,Normal
ACT17832,AST18277,2026-09-04 04:00:00,437,3,126,40,Normal
ACT17833,AST02039,2026-08-25 14:00:00,810,8,169,125,Normal
ACT17834,AST12799,2026-08-28 17:00:00,253,2,49,27,Normal
ACT17835,AST13311,2026-08-28 07:00:00,244,4,88,9,Normal
ACT17836,AST04414,2026-08-03 20:00:00,764,3,153,67,Normal
ACT17837,AST12237,2026-09-06 00:00:00,963,8,307,171,Normal
ACT17838,AST20134,2026-08-30 20:00:00,1515,7,604,205,Normal
ACT17839,AST17183,2026-08-31 16:00:00,699,4,282,51,Normal
ACT17840,AST21278,2026-08-29 12:00:00,825,4,172,45,Normal
ACT17841,AST24356,2026-08-27 21:00:00,589,3,235,103,Normal
ACT17842,AST15062,2026-08-09 07:00:00,1214,4,528,165,Normal
ACT17843,AST02411,2026-08-10 12:00:00,1143,3,230,141,Normal
ACT17844,AST16031,2026-08-26 10:00:00,991,2,243,171,Normal
ACT17845,AST14701,2026-08-27 16:00:00,307,2,78,42,Normal
ACT17846,AST05209,2026-08-21 06:00:00,550,2,176,56,Normal
ACT17847,AST20266,2026-09-05 22:00:00,787,6,238,32,Normal
ACT17848,AST05751,2026-08-11 16:00:00,343,4,93,50,Normal
ACT17849,AST18344,2026-09-09 04:00:00,667,2,147,111,Normal
ACT17850,AST09996,2026-08-19 16:00:00,655,8,266,68,Normal
ACT17851,AST03132,2026-08-18 00:00:00,492,2,108,58,Normal
ACT17852,AST18364,2026-08-05 09:00:00,883,7,303,127,Normal
ACT17853,AST12332,2026-08-18 21:00:00,421,8,101,29,Normal
ACT17854,AST01474,2026-08-18 02:00:00,554,4,122,77,Normal
ACT17855,AST11558,2026-08-08 20:00:00,524,2,126,31,Normal
ACT17856,AST09957,2026-08-15 09:00:00,552,7,197,24,Normal
ACT17857,AST12320,2026-08-20 05:00:00,411,8,137,43,Normal
ACT17858,AST20060,2026-08-21 17:00:00,668,2,194,58,Normal
ACT17859,AST24459,2026-08-21 09:00:00,351,5,115,22,Normal
ACT17860,AST12765,2026-09-02 06:00:00,788,4,327,75,Normal
ACT17861,AST10777,2026-09-09 21:00:00,594,2,115,54,Normal
ACT17862,AST01120,2026-08-22 15:00:00,473,6,182,70,Normal
ACT17863,AST15639,2026-08-10 23:00:00,405,6,148,18,Normal
ACT17864,AST21899,2026-08-01 23:00:00,1070,3,161,76,Normal
ACT17865,AST11768,2026-08-05 03:00:00,1430,3,245,224,Normal
ACT17866,AST03131,2026-09-03 14:00:00,1119,8,490,186,Normal
ACT17867,AST12799,2026-08-06 23:00:00,909,8,370,116,Normal
ACT17868,AST19107,2026-08-22 16:00:00,499,8,125,53,Normal
ACT17869,AST02346,2026-08-08 07:00:00,724,4,232,24,Normal
ACT17870,AST04182,2026-09-03 14:00:00,592,5,104,99,Normal
ACT17871,AST06744,2026-08-21 12:00:00,497,7,211,85,Normal
ACT17872,AST00882,2026-08-15 14:00:00,528,4,216,89,Normal
ACT17873,AST02161,2026-08-12 19:00:00,724,4,267,110,Normal
ACT17874,AST24765,2026-08-20 01:00:00,550,3,209,57,Normal
ACT17875,AST17820,2026-08-11 22:00:00,811,8,159,78,Normal
ACT17876,AST02988,2026-08-28 17:00:00,1400,8,616,224,Normal
ACT17877,AST21484,2026-08-19 00:00:00,620,2,215,37,Normal
ACT17878,AST19703,2026-08-08 03:00:00,365,5,154,18,Normal
ACT17879,AST10135,2026-08-07 21:00:00,441,3,173,48,Normal
ACT17880,AST19153,2026-08-15 16:00:00,497,7,221,85,Normal
ACT17881,AST22503,2026-08-13 05:00:00,505,6,123,42,Normal
ACT17882,AST06546,2026-08-29 23:00:00,460,8,192,33,Normal
ACT17883,AST17745,2026-08-26 11:00:00,498,3,161,53,Normal
ACT17884,AST03189,2026-08-13 17:00:00,1073,6,252,44,Normal
ACT17885,AST04744,2026-08-21 07:00:00,1079,2,214,61,Normal
ACT17886,AST00234,2026-08-05 03:00:00,1236,5,329,40,Normal
ACT17887,AST10130,2026-08-18 08:00:00,1254,2,497,139,Normal
ACT17888,AST06434,2026-08-06 08:00:00,397,8,88,34,Normal
ACT17889,AST01958,2026-08-29 05:00:00,766,5,141,93,Normal
ACT17890,AST24844,2026-08-11 13:00:00,654,5,282,47,Normal
ACT17891,AST08018,2026-08-25 06:00:00,589,4,147,38,Normal
ACT17892,AST08274,2026-08-18 04:00:00,715,8,108,34,Normal
ACT17893,AST14432,2026-08-17 15:00:00,440,7,169,18,Normal
ACT17894,AST17895,2026-09-09 18:00:00,405,8,97,41,Normal
ACT17895,AST13981,2026-08-13 15:00:00,842,2,161,77,Normal
ACT17896,AST05278,2026-09-05 07:00:00,939,5,317,59,Normal
ACT17897,AST01237,2026-08-19 08:00:00,788,6,120,78,Normal
ACT17898,AST09844,2026-08-06 17:00:00,361,3,87,14,Normal
ACT17899,AST14253,2026-08-18 02:00:00,582,4,90,46,Normal
ACT17900,AST08535,2026-08-19 04:00:00,791,5,184,108,Normal
ACT17901,AST13121,2026-09-04 00:00:00,920,8,213,130,Normal
ACT17902,AST04503,2026-08-24 23:00:00,797,8,262,45,Normal
ACT17903,AST06021,2026-08-15 10:00:00,462,7,116,70,Normal
ACT17904,AST16821,2026-09-04 01:00:00,1435,8,550,103,Normal
ACT17905,AST19563,2026-08-20 20:00:00,928,7,364,153,Normal
ACT17906,AST17163,2026-08-21 18:00:00,617,5,263,44,Normal
ACT17907,AST14291,2026-08-16 01:00:00,348,4,108,56,Normal
ACT17908,AST14202,2026-08-06 14:00:00,400,3,86,33,Normal
ACT17909,AST11459,2026-08-15 14:00:00,749,5,121,115,Normal
ACT17910,AST11466,2026-09-01 08:00:00,736,4,253,63,Normal
ACT17911,AST12875,2026-08-21 20:00:00,1583,5,417,264,Normal
ACT17912,AST21480,2026-09-04 19:00:00,964,6,356,102,Normal
ACT17913,AST07548,2026-09-09 07:00:00,1360,2,607,106,Normal
ACT17914,AST20276,2026-09-02 19:00:00,932,8,344,44,Normal
ACT17915,AST04077,2026-08-15 11:00:00,700,2,232,45,Normal
ACT17916,AST10014,2026-09-06 19:00:00,810,7,336,58,Normal
ACT17917,AST17319,2026-08-28 22:00:00,726,7,176,35,Normal
ACT17918,AST18737,2026-08-07 03:00:00,785,6,258,40,Normal
ACT17919,AST20122,2026-08-30 16:00:00,866,5,244,96,Normal
ACT17920,AST17462,2026-08-27 06:00:00,584,7,98,92,Normal
ACT17921,AST14882,2026-08-31 19:00:00,338,6,103,21,Normal
ACT17922,AST15910,2026-08-03 06:00:00,538,3,83,55,Normal
ACT17923,AST14780,2026-08-21 21:00:00,505,6,157,48,Normal
ACT17924,AST10057,2026-08-14 00:00:00,618,7,134,110,Normal
ACT17925,AST02126,2026-08-04 02:00:00,817,8,321,140,Normal
ACT17926,AST01961,2026-08-03 03:00:00,743,7,204,75,Normal
ACT17927,AST17552,2026-08-28 05:00:00,503,7,171,17,Normal
ACT17928,AST08941,2026-08-29 09:00:00,602,6,160,46,Normal
ACT17929,AST08865,2026-08-25 18:00:00,1121,6,485,139,Normal
ACT17930,AST07636,2026-08-15 07:00:00,557,4,181,54,Normal
ACT17931,AST02652,2026-08-21 23:00:00,845,5,160,102,Normal
ACT17932,AST23262,2026-09-02 01:00:00,538,4,205,22,Normal
ACT17933,AST14735,2026-08-23 05:00:00,588,5,228,20,Normal
ACT17934,AST04270,2026-09-03 16:00:00,559,2,183,51,Normal
ACT17935,AST19221,2026-08-23 09:00:00,666,7,251,69,Normal
ACT17936,AST14508,2026-08-02 21:00:00,918,3,361,153,Normal
ACT17937,AST09579,2026-08-24 02:00:00,669,8,219,106,Normal
ACT17938,AST10213,2026-08-10 19:00:00,648,4,141,56,Normal
ACT17939,AST14052,2026-08-20 02:00:00,575,2,132,78,Normal
ACT17940,AST14693,2026-08-20 15:00:00,438,3,168,73,Normal
ACT17941,AST06500,2026-08-14 15:00:00,720,5,297,88,Normal
ACT17942,AST02820,2026-08-23 05:00:00,808,4,226,89,Normal
ACT17943,AST08215,2026-08-17 22:00:00,798,6,292,40,Normal
ACT17944,AST07943,2026-08-18 17:00:00,379,5,129,66,Normal
ACT17945,AST08950,2026-08-14 22:00:00,479,8,162,49,Normal
ACT17946,AST19251,2026-09-02 10:00:00,410,8,168,29,Normal
ACT17947,AST23461,2026-08-14 07:00:00,1161,8,494,90,Normal
ACT17948,AST14365,2026-08-15 16:00:00,965,5,303,108,Normal
ACT17949,AST05367,2026-08-08 16:00:00,1191,7,416,190,Normal
ACT17950,AST18665,2026-08-19 09:00:00,632,8,204,90,Normal
ACT17951,AST21193,2026-08-18 05:00:00,834,5,321,36,Normal
ACT17952,AST23269,2026-08-06 08:00:00,1657,5,583,200,Normal
ACT17953,AST24967,2026-08-14 11:00:00,978,3,293,90,Normal
ACT17954,AST00303,2026-08-25 12:00:00,1172,2,231,150,Normal
ACT17955,AST04251,2026-08-14 15:00:00,516,2,173,82,Normal
ACT17956,AST06245,2026-08-25 10:00:00,944,2,314,56,Normal
ACT17957,AST19418,2026-08-05 20:00:00,831,4,164,72,Normal
ACT17958,AST18054,2026-09-07 01:00:00,643,3,109,92,Normal
ACT17959,AST06505,2026-08-17 18:00:00,844,8,317,33,Normal
ACT17960,AST01789,2026-08-20 12:00:00,813,5,300,37,Normal
ACT17961,AST10303,2026-08-04 06:00:00,733,4,282,69,Normal
ACT17962,AST00844,2026-08-06 08:00:00,464,5,144,48,Normal
ACT17963,AST22331,2026-08-11 09:00:00,572,4,95,50,Normal
ACT17964,AST03185,2026-08-08 20:00:00,581,8,249,77,Normal
ACT17965,AST22179,2026-08-10 19:00:00,566,4,194,81,Normal
ACT17966,AST21277,2026-08-09 16:00:00,735,4,223,58,Normal
ACT17967,AST14604,2026-08-25 16:00:00,743,7,215,104,Normal
ACT17968,AST01085,2026-08-05 02:00:00,705,8,185,70,Normal
ACT17969,AST03537,2026-08-31 16:00:00,1153,5,336,80,Normal
ACT17970,AST13368,2026-08-23 10:00:00,549,4,202,28,Normal
ACT17971,AST24467,2026-08-18 00:00:00,650,6,208,98,Normal
ACT17972,AST14711,2026-08-22 00:00:00,511,6,82,61,Normal
ACT17973,AST02014,2026-08-21 10:00:00,604,8,136,52,Normal
ACT17974,AST12482,2026-08-21 19:00:00,428,3,149,52,Normal
ACT17975,AST14519,2026-09-02 18:00:00,1280,5,291,59,Normal
ACT17976,AST22418,2026-08-31 23:00:00,575,5,135,74,Normal
ACT17977,AST11636,2026-08-29 19:00:00,474,6,128,69,Normal
ACT17978,AST08545,2026-08-29 17:00:00,610,5,149,59,Normal
ACT17979,AST12484,2026-08-01 01:00:00,508,8,221,86,Normal
ACT17980,AST16198,2026-08-06 04:00:00,358,8,110,42,Normal
ACT17981,AST03262,2026-08-27 13:00:00,468,7,145,67,Normal
ACT17982,AST03382,2026-09-06 06:00:00,594,3,139,100,Normal
ACT17983,AST17476,2026-08-10 02:00:00,1065,5,206,188,Normal
ACT17984,AST04877,2026-08-23 20:00:00,261,7,77,10,Normal
ACT17985,AST03806,2026-08-08 13:00:00,644,8,218,78,Normal
ACT17986,AST06183,2026-08-20 09:00:00,1629,4,259,84,Normal
ACT17987,AST21885,2026-08-06 16:00:00,652,4,125,55,Normal
ACT17988,AST03330,2026-08-22 05:00:00,803,8,311,37,Normal
ACT17989,AST05058,2026-08-09 02:00:00,925,4,320,67,Normal
ACT17990,AST22960,2026-08-16 18:00:00,516,5,144,72,Normal
ACT17991,AST08237,2026-08-31 23:00:00,678,3,189,70,Normal
ACT17992,AST19503,2026-09-04 23:00:00,0,0,0,0,Silent
ACT17993,AST08872,2026-08-28 19:00:00,429,4,65,25,Normal
ACT17994,AST23751,2026-08-26 22:00:00,1007,6,307,48,Normal
ACT17995,AST21048,2026-09-09 20:00:00,480,4,164,53,Normal
ACT17996,AST10451,2026-08-26 03:00:00,616,7,207,84,Normal
ACT17997,AST24748,2026-08-25 09:00:00,1012,5,237,170,Normal
ACT17998,AST16261,2026-08-26 16:00:00,503,2,187,59,Normal
ACT17999,AST01863,2026-08-11 11:00:00,683,4,113,49,Normal
ACT18000,AST04276,2026-09-08 01:00:00,801,8,278,126,Normal
ACT18001,AST03745,2026-08-02 01:00:00,362,4,103,17,Normal
ACT18002,AST14596,2026-09-03 13:00:00,1140,8,497,48,Normal
ACT18003,AST09550,2026-08-16 08:00:00,1069,4,169,153,Normal
ACT18004,AST16844,2026-08-13 01:00:00,1178,7,466,203,Normal
ACT18005,AST16499,2026-08-23 22:00:00,672,5,101,32,Normal
ACT18006,AST03516,2026-08-30 18:00:00,935,8,200,149,Normal
ACT18007,AST19850,2026-08-08 03:00:00,819,8,291,113,Normal
ACT18008,AST13898,2026-09-02 18:00:00,1025,6,421,65,Normal
ACT18009,AST01269,2026-08-17 11:00:00,512,8,82,89,Normal
ACT18010,AST22128,2026-08-10 23:00:00,341,6,52,21,Normal
ACT18011,AST00487,2026-08-01 15:00:00,411,4,128,34,Normal
ACT18012,AST05290,2026-08-22 12:00:00,421,5,163,13,Normal
ACT18013,AST17342,2026-08-18 07:00:00,988,4,226,92,Normal
ACT18014,AST10927,2026-08-19 01:00:00,236,6,75,25,Normal
ACT18015,AST20723,2026-08-15 03:00:00,334,4,126,52,Normal
ACT18016,AST22328,2026-09-10 00:00:00,543,6,202,86,Normal
ACT18017,AST08527,2026-09-03 23:00:00,829,5,207,58,Normal
ACT18018,AST04254,2026-08-26 18:00:00,1086,8,176,114,Normal
ACT18019,AST01911,2026-08-14 21:00:00,430,4,177,58,Normal
ACT18020,AST19462,2026-08-26 12:00:00,1126,3,475,155,Normal
ACT18021,AST01366,2026-08-30 01:00:00,625,7,258,93,Normal
ACT18022,AST06691,2026-09-05 20:00:00,1182,7,512,176,Normal
ACT18023,AST04416,2026-08-29 05:00:00,977,3,185,125,Normal
ACT18024,AST19904,2026-09-05 14:00:00,1057,5,254,79,Normal
ACT18025,AST08234,2026-08-02 22:00:00,597,4,242,65,Normal
ACT18026,AST18710,2026-08-17 06:00:00,819,3,208,123,Normal
ACT18027,AST18169,2026-08-01 21:00:00,840,7,141,77,Normal
ACT18028,AST19232,2026-09-09 09:00:00,630,8,154,26,Normal
ACT18029,AST15967,2026-08-02 04:00:00,625,8,249,38,Normal
ACT18030,AST11476,2026-08-28 10:00:00,878,2,152,29,Normal
ACT18031,AST19024,2026-08-27 04:00:00,709,8,260,115,Normal
ACT18032,AST02927,2026-08-13 06:00:00,538,3,213,59,Normal
ACT18033,AST04530,2026-08-27 15:00:00,780,4,327,135,Normal
ACT18034,AST24545,2026-08-16 05:00:00,461,7,104,17,Normal
ACT18035,AST01182,2026-08-24 00:00:00,1013,8,190,77,Normal
ACT18036,AST23091,2026-08-27 21:00:00,585,4,242,86,Normal
ACT18037,AST24809,2026-09-06 17:00:00,469,3,156,81,Normal
ACT18038,AST19092,2026-08-15 11:00:00,599,6,223,43,Normal
ACT18039,AST01061,2026-09-08 02:00:00,522,4,180,31,Normal
ACT18040,AST19141,2026-08-07 22:00:00,854,2,249,28,Normal
ACT18041,AST15468,2026-08-26 05:00:00,553,8,205,56,Normal
ACT18042,AST12686,2026-08-14 11:00:00,983,7,290,32,Normal
ACT18043,AST06040,2026-08-29 22:00:00,954,3,338,44,Normal
ACT18044,AST12581,2026-09-02 22:00:00,433,5,176,21,Normal
ACT18045,AST05315,2026-08-10 04:00:00,1161,5,187,119,Normal
ACT18046,AST19917,2026-08-16 00:00:00,524,5,139,73,Normal
ACT18047,AST24683,2026-08-09 12:00:00,1311,5,310,141,Normal
ACT18048,AST12737,2026-08-29 05:00:00,598,7,104,23,Normal
ACT18049,AST16135,2026-08-16 19:00:00,788,6,191,34,Normal
ACT18050,AST22412,2026-08-30 15:00:00,560,8,126,76,Normal
ACT18051,AST00939,2026-09-09 22:00:00,567,2,115,53,Normal
ACT18052,AST08640,2026-08-26 11:00:00,323,3,72,30,Normal
ACT18053,AST14778,2026-08-05 03:00:00,717,3,134,114,Normal
ACT18054,AST16455,2026-08-01 09:00:00,1071,3,206,89,Normal
ACT18055,AST16554,2026-08-25 02:00:00,350,4,117,41,Normal
ACT18056,AST03495,2026-09-04 08:00:00,636,2,241,19,Normal
ACT18057,AST24603,2026-08-11 17:00:00,477,7,209,26,Normal
ACT18058,AST20879,2026-08-18 01:00:00,347,3,123,57,Normal
ACT18059,AST10868,2026-09-05 22:00:00,324,2,64,14,Normal
ACT18060,AST23700,2026-08-05 17:00:00,1554,8,640,265,Normal
ACT18061,AST18941,2026-08-21 21:00:00,467,8,176,21,Normal
ACT18062,AST23864,2026-08-19 17:00:00,1111,6,461,196,Normal
ACT18063,AST21125,2026-09-05 22:00:00,857,2,267,96,Normal
ACT18064,AST20076,2026-08-13 09:00:00,326,5,93,27,Normal
ACT18065,AST22405,2026-09-02 08:00:00,802,5,291,102,Normal
ACT18066,AST12091,2026-08-23 04:00:00,766,5,148,119,Normal
ACT18067,AST24366,2026-08-06 03:00:00,945,6,205,28,Normal
ACT18068,AST23262,2026-09-06 11:00:00,763,7,302,50,Normal
ACT18069,AST14983,2026-08-07 17:00:00,594,3,253,88,Normal
ACT18070,AST17442,2026-08-06 20:00:00,581,7,157,76,Normal
ACT18071,AST24470,2026-08-18 18:00:00,871,2,249,48,Normal
ACT18072,AST19389,2026-08-20 09:00:00,782,7,205,98,Normal
ACT18073,AST13437,2026-08-19 19:00:00,672,7,289,48,Normal
ACT18074,AST22527,2026-08-03 07:00:00,630,2,109,64,Normal
ACT18075,AST02189,2026-09-03 17:00:00,398,7,150,39,Normal
ACT18076,AST11266,2026-08-01 09:00:00,426,4,135,26,Normal
ACT18077,AST07520,2026-08-27 05:00:00,606,5,173,101,Normal
ACT18078,AST20230,2026-08-21 01:00:00,486,8,98,84,Normal
ACT18079,AST24023,2026-08-06 06:00:00,468,5,78,37,Normal
ACT18080,AST01238,2026-09-09 07:00:00,470,3,180,17,Normal
ACT18081,AST22205,2026-08-24 12:00:00,540,3,188,67,Normal
