asset_id,organization_id,asset_identifier,asset_name,asset_type,criticality,environment,location,status
AST19244,ORG00235,SRV-19244,Workstation 19244,Workstation,Low,Staging,Pune DC,Active
AST19245,ORG00827,SRV-19245,Network Device 19245,Network Device,Low,Production,Mumbai DC,Active
AST19246,ORG00854,SRV-19246,Server 19246,Server,Medium,Staging,Pune DC,Active
AST19247,ORG00756,SRV-19247,Server 19247,Server,High,Staging,Bengaluru DC,Active
AST19248,ORG00348,SRV-19248,Firewall 19248,Firewall,Medium,Production,Delhi DC,Active
AST19249,ORG00507,SRV-19249,Server 19249,Server,High,Development,Bengaluru DC,Inactive
AST19250,ORG00005,SRV-19250,Network Device 19250,Network Device,High,Staging,Bengaluru DC,Active
AST19251,ORG00278,SRV-19251,Cloud Instance 19251,Cloud Instance,Low,Staging,Delhi DC,Active
AST19252,ORG00281,SRV-19252,Server 19252,Server,High,Development,Mumbai DC,Active
AST19253,ORG00988,SRV-19253,Application 19253,Application,High,Development,Pune DC,Inactive
AST19254,ORG00916,SRV-19254,Network Device 19254,Network Device,Medium,Development,Mumbai DC,Active
AST19255,ORG00281,SRV-19255,Server 19255,Server,High,Development,Delhi DC,Active
AST19256,ORG00807,SRV-19256,Network Device 19256,Network Device,High,Development,Bengaluru DC,Active
AST19257,ORG00169,SRV-19257,Domain Controller 19257,Domain Controller,Critical,Development,Pune DC,Active
AST19258,ORG00540,SRV-19258,Database 19258,Database,High,Production,Bengaluru DC,Active
AST19259,ORG00644,SRV-19259,Database 19259,Database,Medium,Development,Hyderabad DC,Active
AST19260,ORG00418,SRV-19260,Application 19260,Application,Medium,Staging,Pune DC,Active
AST19261,ORG00220,SRV-19261,Domain Controller 19261,Domain Controller,Critical,Development,Hyderabad DC,Active
AST19262,ORG00458,SRV-19262,Network Device 19262,Network Device,Medium,Development,Bengaluru DC,Active
AST19263,ORG00452,SRV-19263,Domain Controller 19263,Domain Controller,Medium,Development,Hyderabad DC,Active
AST19264,ORG00109,SRV-19264,Database 19264,Database,Critical,Production,Hyderabad DC,Active
AST19265,ORG00347,SRV-19265,Server 19265,Server,Medium,Development,Mumbai DC,Active
AST19266,ORG00575,SRV-19266,Server 19266,Server,Medium,Staging,Delhi DC,Active
AST19267,ORG00126,SRV-19267,Application 19267,Application,High,Staging,Hyderabad DC,Active
AST19268,ORG00559,SRV-19268,Workstation 19268,Workstation,Medium,Staging,Bengaluru DC,Maintenance
AST19269,ORG00106,SRV-19269,Cloud Instance 19269,Cloud Instance,Critical,Production,Bengaluru DC,Active
AST19270,ORG00306,SRV-19270,Cloud Instance 19270,Cloud Instance,Medium,Development,Delhi DC,Maintenance
AST19271,ORG00052,SRV-19271,Workstation 19271,Workstation,Low,Production,Mumbai DC,Active
AST19272,ORG00841,SRV-19272,Domain Controller 19272,Domain Controller,High,Staging,Bengaluru DC,Active
AST19273,ORG00522,SRV-19273,Workstation 19273,Workstation,Critical,Development,Hyderabad DC,Active
AST19274,ORG00606,SRV-19274,Cloud Instance 19274,Cloud Instance,High,Production,Mumbai DC,Active
AST19275,ORG00863,SRV-19275,Database 19275,Database,Low,Development,Mumbai DC,Maintenance
AST19276,ORG00276,SRV-19276,Cloud Instance 19276,Cloud Instance,Critical,Staging,Pune DC,Active
AST19277,ORG00702,SRV-19277,Workstation 19277,Workstation,Low,Staging,Pune DC,Active
AST19278,ORG00737,SRV-19278,Domain Controller 19278,Domain Controller,High,Production,Mumbai DC,Active
AST19279,ORG00298,SRV-19279,Firewall 19279,Firewall,Critical,Staging,Mumbai DC,Active
AST19280,ORG00065,SRV-19280,Firewall 19280,Firewall,Medium,Staging,Hyderabad DC,Active
AST19281,ORG00198,SRV-19281,Network Device 19281,Network Device,Low,Development,Mumbai DC,Active
AST19282,ORG00784,SRV-19282,Server 19282,Server,High,Development,Delhi DC,Active
AST19283,ORG00015,SRV-19283,Workstation 19283,Workstation,High,Staging,Delhi DC,Active
AST19284,ORG00680,SRV-19284,Domain Controller 19284,Domain Controller,Critical,Production,Hyderabad DC,Active
AST19285,ORG00354,SRV-19285,Server 19285,Server,Medium,Development,Bengaluru DC,Active
AST19286,ORG00286,SRV-19286,Network Device 19286,Network Device,Low,Development,Bengaluru DC,Active
AST19287,ORG00207,SRV-19287,Application 19287,Application,Medium,Production,Mumbai DC,Active
AST19288,ORG00379,SRV-19288,Application 19288,Application,Medium,Staging,Bengaluru DC,Maintenance
AST19289,ORG00138,SRV-19289,Server 19289,Server,Low,Development,Bengaluru DC,Active
AST19290,ORG00233,SRV-19290,Server 19290,Server,Medium,Staging,Bengaluru DC,Active
AST19291,ORG00092,SRV-19291,Firewall 19291,Firewall,Medium,Production,Delhi DC,Active
AST19292,ORG00237,SRV-19292,Server 19292,Server,High,Development,Pune DC,Active
AST19293,ORG00475,SRV-19293,Database 19293,Database,Medium,Production,Mumbai DC,Active
AST19294,ORG00204,SRV-19294,Domain Controller 19294,Domain Controller,High,Staging,Delhi DC,Active
AST19295,ORG00833,SRV-19295,Server 19295,Server,High,Development,Hyderabad DC,Active
AST19296,ORG00160,SRV-19296,Server 19296,Server,Medium,Development,Hyderabad DC,Active
AST19297,ORG00621,SRV-19297,Application 19297,Application,Critical,Production,Pune DC,Active
AST19298,ORG00231,SRV-19298,Server 19298,Server,Low,Staging,Pune DC,Active
AST19299,ORG00642,SRV-19299,Firewall 19299,Firewall,Medium,Production,Hyderabad DC,Active
AST19300,ORG00427,SRV-19300,Application 19300,Application,Medium,Staging,Delhi DC,Active
AST19301,ORG00636,SRV-19301,Database 19301,Database,High,Staging,Bengaluru DC,Active
AST19302,ORG00731,SRV-19302,Domain Controller 19302,Domain Controller,Low,Development,Hyderabad DC,Active
AST19303,ORG00495,SRV-19303,Domain Controller 19303,Domain Controller,Critical,Production,Pune DC,Active
AST19304,ORG00137,SRV-19304,Server 19304,Server,Medium,Production,Hyderabad DC,Active
AST19305,ORG00429,SRV-19305,Application 19305,Application,High,Development,Delhi DC,Active
AST19306,ORG00550,SRV-19306,Application 19306,Application,Medium,Development,Hyderabad DC,Active
AST19307,ORG00486,SRV-19307,Cloud Instance 19307,Cloud Instance,Low,Development,Mumbai DC,Inactive
AST19308,ORG00702,SRV-19308,Cloud Instance 19308,Cloud Instance,Medium,Development,Delhi DC,Active
AST19309,ORG00011,SRV-19309,Domain Controller 19309,Domain Controller,Medium,Development,Delhi DC,Active
AST19310,ORG00987,SRV-19310,Database 19310,Database,High,Production,Delhi DC,Active
AST19311,ORG00939,SRV-19311,Domain Controller 19311,Domain Controller,Medium,Production,Hyderabad DC,Active
AST19312,ORG00751,SRV-19312,Server 19312,Server,Critical,Production,Delhi DC,Active
AST19313,ORG00721,SRV-19313,Application 19313,Application,Medium,Staging,Mumbai DC,Active
AST19314,ORG00035,SRV-19314,Application 19314,Application,Medium,Development,Bengaluru DC,Active
AST19315,ORG00211,SRV-19315,Application 19315,Application,Medium,Production,Bengaluru DC,Active
AST19316,ORG00212,SRV-19316,Application 19316,Application,Medium,Production,Pune DC,Active
AST19317,ORG00831,SRV-19317,Cloud Instance 19317,Cloud Instance,Medium,Production,Delhi DC,Active
AST19318,ORG00280,SRV-19318,Application 19318,Application,Low,Production,Pune DC,Inactive
AST19319,ORG00440,SRV-19319,Workstation 19319,Workstation,Medium,Staging,Hyderabad DC,Active
AST19320,ORG00135,SRV-19320,Domain Controller 19320,Domain Controller,Critical,Staging,Pune DC,Active
AST19321,ORG00237,SRV-19321,Cloud Instance 19321,Cloud Instance,Medium,Staging,Hyderabad DC,Active
AST19322,ORG00896,SRV-19322,Server 19322,Server,Critical,Development,Pune DC,Active
AST19323,ORG00904,SRV-19323,Cloud Instance 19323,Cloud Instance,Critical,Staging,Mumbai DC,Active
AST19324,ORG00219,SRV-19324,Cloud Instance 19324,Cloud Instance,Medium,Production,Bengaluru DC,Active
AST19325,ORG00205,SRV-19325,Workstation 19325,Workstation,High,Production,Pune DC,Active
AST19326,ORG00805,SRV-19326,Domain Controller 19326,Domain Controller,Critical,Production,Bengaluru DC,Active
AST19327,ORG00365,SRV-19327,Cloud Instance 19327,Cloud Instance,High,Staging,Pune DC,Active
AST19328,ORG00996,SRV-19328,Workstation 19328,Workstation,Critical,Staging,Mumbai DC,Active
AST19329,ORG00862,SRV-19329,Database 19329,Database,High,Staging,Hyderabad DC,Active
AST19330,ORG00740,SRV-19330,Network Device 19330,Network Device,Medium,Development,Bengaluru DC,Active
AST19331,ORG00110,SRV-19331,Application 19331,Application,Medium,Development,Mumbai DC,Active
AST19332,ORG00907,SRV-19332,Server 19332,Server,High,Production,Delhi DC,Active
AST19333,ORG00846,SRV-19333,Firewall 19333,Firewall,High,Production,Bengaluru DC,Active
AST19334,ORG00843,SRV-19334,Application 19334,Application,Medium,Production,Bengaluru DC,Active
AST19335,ORG00463,SRV-19335,Cloud Instance 19335,Cloud Instance,High,Development,Delhi DC,Active
AST19336,ORG00314,SRV-19336,Application 19336,Application,Medium,Development,Bengaluru DC,Active
AST19337,ORG00282,SRV-19337,Cloud Instance 19337,Cloud Instance,Low,Production,Mumbai DC,Active
AST19338,ORG00873,SRV-19338,Domain Controller 19338,Domain Controller,Medium,Staging,Delhi DC,Active
AST19339,ORG00010,SRV-19339,Cloud Instance 19339,Cloud Instance,High,Development,Hyderabad DC,Maintenance
AST19340,ORG00583,SRV-19340,Firewall 19340,Firewall,Medium,Staging,Delhi DC,Active
AST19341,ORG00162,SRV-19341,Firewall 19341,Firewall,High,Development,Mumbai DC,Active
AST19342,ORG00611,SRV-19342,Server 19342,Server,Medium,Staging,Mumbai DC,Active
AST19343,ORG00997,SRV-19343,Server 19343,Server,Low,Production,Bengaluru DC,Active
AST19344,ORG00967,SRV-19344,Cloud Instance 19344,Cloud Instance,Critical,Staging,Hyderabad DC,Active
AST19345,ORG00098,SRV-19345,Workstation 19345,Workstation,Medium,Production,Pune DC,Active
AST19346,ORG00254,SRV-19346,Network Device 19346,Network Device,High,Production,Pune DC,Active
AST19347,ORG00808,SRV-19347,Network Device 19347,Network Device,High,Development,Hyderabad DC,Active
AST19348,ORG00621,SRV-19348,Database 19348,Database,High,Development,Hyderabad DC,Active
AST19349,ORG00572,SRV-19349,Workstation 19349,Workstation,Low,Development,Mumbai DC,Inactive
AST19350,ORG00985,SRV-19350,Network Device 19350,Network Device,High,Production,Bengaluru DC,Active
AST19351,ORG00702,SRV-19351,Server 19351,Server,Low,Staging,Bengaluru DC,Active
AST19352,ORG00003,SRV-19352,Cloud Instance 19352,Cloud Instance,Low,Development,Hyderabad DC,Active
AST19353,ORG00481,SRV-19353,Firewall 19353,Firewall,High,Development,Bengaluru DC,Active
AST19354,ORG00265,SRV-19354,Firewall 19354,Firewall,Medium,Production,Bengaluru DC,Active
AST19355,ORG00300,SRV-19355,Firewall 19355,Firewall,Low,Staging,Bengaluru DC,Active
AST19356,ORG00078,SRV-19356,Application 19356,Application,High,Staging,Hyderabad DC,Active
AST19357,ORG00867,SRV-19357,Network Device 19357,Network Device,High,Production,Pune DC,Active
AST19358,ORG00343,SRV-19358,Database 19358,Database,Medium,Staging,Delhi DC,Active
AST19359,ORG00812,SRV-19359,Application 19359,Application,Medium,Staging,Delhi DC,Active
AST19360,ORG00767,SRV-19360,Firewall 19360,Firewall,Medium,Development,Hyderabad DC,Active
AST19361,ORG00619,SRV-19361,Network Device 19361,Network Device,High,Development,Mumbai DC,Active
AST19362,ORG00784,SRV-19362,Firewall 19362,Firewall,High,Production,Pune DC,Active
AST19363,ORG00302,SRV-19363,Network Device 19363,Network Device,High,Development,Delhi DC,Active
AST19364,ORG00797,SRV-19364,Database 19364,Database,High,Development,Mumbai DC,Active
AST19365,ORG00704,SRV-19365,Workstation 19365,Workstation,Medium,Production,Bengaluru DC,Active
AST19366,ORG00308,SRV-19366,Firewall 19366,Firewall,High,Development,Bengaluru DC,Active
AST19367,ORG00870,SRV-19367,Application 19367,Application,High,Staging,Pune DC,Active
AST19368,ORG00359,SRV-19368,Server 19368,Server,Medium,Staging,Hyderabad DC,Maintenance
AST19369,ORG00737,SRV-19369,Server 19369,Server,Medium,Production,Bengaluru DC,Maintenance
AST19370,ORG00108,SRV-19370,Server 19370,Server,Medium,Production,Pune DC,Active
AST19371,ORG00346,SRV-19371,Server 19371,Server,Critical,Production,Hyderabad DC,Active
AST19372,ORG00398,SRV-19372,Workstation 19372,Workstation,Critical,Development,Pune DC,Active
AST19373,ORG00357,SRV-19373,Server 19373,Server,Medium,Development,Delhi DC,Active
AST19374,ORG00562,SRV-19374,Workstation 19374,Workstation,High,Staging,Hyderabad DC,Active
AST19375,ORG00398,SRV-19375,Cloud Instance 19375,Cloud Instance,High,Staging,Delhi DC,Active
AST19376,ORG00085,SRV-19376,Application 19376,Application,High,Staging,Delhi DC,Active
AST19377,ORG00552,SRV-19377,Server 19377,Server,High,Staging,Delhi DC,Active
AST19378,ORG00222,SRV-19378,Cloud Instance 19378,Cloud Instance,Medium,Development,Bengaluru DC,Maintenance
AST19379,ORG00051,SRV-19379,Workstation 19379,Workstation,Low,Development,Delhi DC,Active
AST19380,ORG00280,SRV-19380,Network Device 19380,Network Device,Critical,Production,Hyderabad DC,Active
AST19381,ORG00351,SRV-19381,Database 19381,Database,Low,Development,Pune DC,Active
AST19382,ORG00653,SRV-19382,Server 19382,Server,Medium,Development,Hyderabad DC,Active
AST19383,ORG00811,SRV-19383,Cloud Instance 19383,Cloud Instance,Critical,Staging,Mumbai DC,Active
AST19384,ORG00867,SRV-19384,Database 19384,Database,Low,Development,Bengaluru DC,Active
AST19385,ORG00838,SRV-19385,Database 19385,Database,Critical,Staging,Pune DC,Active
AST19386,ORG00866,SRV-19386,Network Device 19386,Network Device,High,Development,Hyderabad DC,Active
AST19387,ORG00028,SRV-19387,Cloud Instance 19387,Cloud Instance,High,Development,Bengaluru DC,Active
AST19388,ORG00828,SRV-19388,Application 19388,Application,High,Production,Mumbai DC,Active
AST19389,ORG00124,SRV-19389,Application 19389,Application,High,Development,Mumbai DC,Active
AST19390,ORG00233,SRV-19390,Server 19390,Server,Medium,Staging,Pune DC,Active
AST19391,ORG00242,SRV-19391,Cloud Instance 19391,Cloud Instance,Medium,Production,Pune DC,Active
AST19392,ORG00252,SRV-19392,Workstation 19392,Workstation,Medium,Production,Hyderabad DC,Active
AST19393,ORG00056,SRV-19393,Domain Controller 19393,Domain Controller,Medium,Development,Delhi DC,Active
AST19394,ORG00631,SRV-19394,Firewall 19394,Firewall,High,Development,Delhi DC,Active
AST19395,ORG00548,SRV-19395,Database 19395,Database,High,Staging,Mumbai DC,Active
AST19396,ORG00060,SRV-19396,Workstation 19396,Workstation,High,Development,Hyderabad DC,Active
AST19397,ORG00831,SRV-19397,Domain Controller 19397,Domain Controller,High,Development,Delhi DC,Inactive
AST19398,ORG00100,SRV-19398,Firewall 19398,Firewall,Critical,Production,Hyderabad DC,Active
AST19399,ORG00440,SRV-19399,Domain Controller 19399,Domain Controller,High,Development,Pune DC,Active
AST19400,ORG00366,SRV-19400,Firewall 19400,Firewall,Medium,Development,Mumbai DC,Active
AST19401,ORG00956,SRV-19401,Database 19401,Database,Medium,Development,Bengaluru DC,Active
AST19402,ORG00752,SRV-19402,Database 19402,Database,High,Production,Mumbai DC,Active
AST19403,ORG00793,SRV-19403,Network Device 19403,Network Device,High,Production,Pune DC,Active
AST19404,ORG00472,SRV-19404,Cloud Instance 19404,Cloud Instance,Medium,Development,Mumbai DC,Active
AST19405,ORG00710,SRV-19405,Application 19405,Application,Medium,Staging,Mumbai DC,Maintenance
AST19406,ORG00516,SRV-19406,Cloud Instance 19406,Cloud Instance,High,Production,Mumbai DC,Active
AST19407,ORG00455,SRV-19407,Workstation 19407,Workstation,High,Production,Delhi DC,Maintenance
AST19408,ORG00556,SRV-19408,Workstation 19408,Workstation,Medium,Staging,Delhi DC,Maintenance
AST19409,ORG00378,SRV-19409,Workstation 19409,Workstation,Critical,Production,Pune DC,Active
AST19410,ORG00787,SRV-19410,Database 19410,Database,Medium,Staging,Delhi DC,Active
AST19411,ORG00712,SRV-19411,Workstation 19411,Workstation,High,Development,Delhi DC,Active
AST19412,ORG00133,SRV-19412,Database 19412,Database,High,Development,Bengaluru DC,Active
AST19413,ORG00515,SRV-19413,Network Device 19413,Network Device,Medium,Production,Bengaluru DC,Active
AST19414,ORG00216,SRV-19414,Network Device 19414,Network Device,Medium,Staging,Pune DC,Active
AST19415,ORG00441,SRV-19415,Cloud Instance 19415,Cloud Instance,Low,Production,Pune DC,Active
AST19416,ORG00262,SRV-19416,Workstation 19416,Workstation,Medium,Production,Pune DC,Active
AST19417,ORG00733,SRV-19417,Workstation 19417,Workstation,High,Development,Bengaluru DC,Active
AST19418,ORG00984,SRV-19418,Workstation 19418,Workstation,Medium,Production,Hyderabad DC,Active
AST19419,ORG00799,SRV-19419,Firewall 19419,Firewall,High,Development,Bengaluru DC,Inactive
AST19420,ORG00903,SRV-19420,Firewall 19420,Firewall,Critical,Production,Pune DC,Active
AST19421,ORG00186,SRV-19421,Database 19421,Database,Medium,Development,Bengaluru DC,Active
AST19422,ORG00497,SRV-19422,Firewall 19422,Firewall,Critical,Production,Hyderabad DC,Active
AST19423,ORG00433,SRV-19423,Application 19423,Application,Critical,Staging,Mumbai DC,Active
AST19424,ORG00962,SRV-19424,Workstation 19424,Workstation,High,Development,Mumbai DC,Inactive
AST19425,ORG00234,SRV-19425,Workstation 19425,Workstation,High,Development,Bengaluru DC,Active
AST19426,ORG00802,SRV-19426,Database 19426,Database,High,Production,Mumbai DC,Active
AST19427,ORG00158,SRV-19427,Domain Controller 19427,Domain Controller,Medium,Production,Pune DC,Active
AST19428,ORG00039,SRV-19428,Network Device 19428,Network Device,Medium,Production,Mumbai DC,Active
AST19429,ORG00382,SRV-19429,Domain Controller 19429,Domain Controller,Low,Staging,Bengaluru DC,Active
AST19430,ORG00350,SRV-19430,Cloud Instance 19430,Cloud Instance,Low,Production,Delhi DC,Active
AST19431,ORG00781,SRV-19431,Network Device 19431,Network Device,Low,Development,Bengaluru DC,Active
AST19432,ORG00558,SRV-19432,Application 19432,Application,High,Production,Delhi DC,Active
AST19433,ORG00307,SRV-19433,Cloud Instance 19433,Cloud Instance,Medium,Development,Hyderabad DC,Active
AST19434,ORG00034,SRV-19434,Domain Controller 19434,Domain Controller,High,Staging,Bengaluru DC,Active
AST19435,ORG00250,SRV-19435,Workstation 19435,Workstation,High,Development,Hyderabad DC,Active
AST19436,ORG00532,SRV-19436,Database 19436,Database,Medium,Production,Bengaluru DC,Active
AST19437,ORG00496,SRV-19437,Workstation 19437,Workstation,Medium,Staging,Hyderabad DC,Active
AST19438,ORG00116,SRV-19438,Database 19438,Database,Critical,Staging,Delhi DC,Active
AST19439,ORG00007,SRV-19439,Firewall 19439,Firewall,Medium,Development,Pune DC,Active
AST19440,ORG00136,SRV-19440,Application 19440,Application,Medium,Staging,Delhi DC,Active
AST19441,ORG00592,SRV-19441,Server 19441,Server,High,Production,Mumbai DC,Inactive
AST19442,ORG00154,SRV-19442,Cloud Instance 19442,Cloud Instance,High,Development,Delhi DC,Active
AST19443,ORG00403,SRV-19443,Network Device 19443,Network Device,Medium,Staging,Hyderabad DC,Active
AST19444,ORG00338,SRV-19444,Server 19444,Server,High,Development,Pune DC,Active
AST19445,ORG00648,SRV-19445,Database 19445,Database,Medium,Production,Pune DC,Active
AST19446,ORG00704,SRV-19446,Domain Controller 19446,Domain Controller,High,Staging,Bengaluru DC,Active
AST19447,ORG00890,SRV-19447,Server 19447,Server,High,Production,Pune DC,Active
AST19448,ORG00526,SRV-19448,Application 19448,Application,Critical,Production,Pune DC,Active
AST19449,ORG00685,SRV-19449,Firewall 19449,Firewall,Low,Staging,Bengaluru DC,Active
AST19450,ORG00589,SRV-19450,Workstation 19450,Workstation,High,Staging,Bengaluru DC,Active
AST19451,ORG00676,SRV-19451,Domain Controller 19451,Domain Controller,High,Staging,Delhi DC,Active
AST19452,ORG00423,SRV-19452,Application 19452,Application,Critical,Staging,Pune DC,Active
AST19453,ORG00518,SRV-19453,Cloud Instance 19453,Cloud Instance,High,Staging,Hyderabad DC,Active
AST19454,ORG00666,SRV-19454,Cloud Instance 19454,Cloud Instance,Medium,Production,Hyderabad DC,Active
AST19455,ORG00764,SRV-19455,Server 19455,Server,Critical,Staging,Delhi DC,Active
AST19456,ORG00822,SRV-19456,Firewall 19456,Firewall,Medium,Development,Bengaluru DC,Active
AST19457,ORG00446,SRV-19457,Cloud Instance 19457,Cloud Instance,Medium,Staging,Hyderabad DC,Active
AST19458,ORG00375,SRV-19458,Firewall 19458,Firewall,High,Development,Bengaluru DC,Active
AST19459,ORG00247,SRV-19459,Network Device 19459,Network Device,Medium,Staging,Bengaluru DC,Active
AST19460,ORG00010,SRV-19460,Server 19460,Server,High,Staging,Pune DC,Active
AST19461,ORG00015,SRV-19461,Database 19461,Database,Medium,Staging,Hyderabad DC,Active
AST19462,ORG00530,SRV-19462,Workstation 19462,Workstation,High,Staging,Hyderabad DC,Active
AST19463,ORG00718,SRV-19463,Database 19463,Database,Medium,Staging,Delhi DC,Inactive
AST19464,ORG00666,SRV-19464,Server 19464,Server,High,Staging,Bengaluru DC,Maintenance
AST19465,ORG00005,SRV-19465,Network Device 19465,Network Device,Medium,Production,Hyderabad DC,Active
AST19466,ORG00766,SRV-19466,Network Device 19466,Network Device,High,Production,Delhi DC,Active
AST19467,ORG00153,SRV-19467,Firewall 19467,Firewall,High,Staging,Delhi DC,Active
AST19468,ORG00403,SRV-19468,Network Device 19468,Network Device,Medium,Development,Mumbai DC,Active
AST19469,ORG00700,SRV-19469,Network Device 19469,Network Device,Medium,Staging,Pune DC,Active
AST19470,ORG00523,SRV-19470,Cloud Instance 19470,Cloud Instance,Medium,Production,Pune DC,Active
AST19471,ORG00138,SRV-19471,Server 19471,Server,Low,Development,Mumbai DC,Active
AST19472,ORG00514,SRV-19472,Network Device 19472,Network Device,High,Development,Delhi DC,Active
AST19473,ORG00584,SRV-19473,Server 19473,Server,Medium,Production,Bengaluru DC,Active
AST19474,ORG00598,SRV-19474,Domain Controller 19474,Domain Controller,Medium,Production,Pune DC,Active
AST19475,ORG00157,SRV-19475,Domain Controller 19475,Domain Controller,Medium,Staging,Bengaluru DC,Active
AST19476,ORG00846,SRV-19476,Workstation 19476,Workstation,High,Production,Bengaluru DC,Active
AST19477,ORG00146,SRV-19477,Domain Controller 19477,Domain Controller,High,Production,Mumbai DC,Active
AST19478,ORG00994,SRV-19478,Workstation 19478,Workstation,Medium,Staging,Delhi DC,Active
AST19479,ORG00363,SRV-19479,Server 19479,Server,Medium,Production,Delhi DC,Active
AST19480,ORG00529,SRV-19480,Application 19480,Application,High,Staging,Hyderabad DC,Active
AST19481,ORG00092,SRV-19481,Cloud Instance 19481,Cloud Instance,Low,Staging,Pune DC,Active
AST19482,ORG00865,SRV-19482,Application 19482,Application,Critical,Production,Mumbai DC,Active
AST19483,ORG00742,SRV-19483,Firewall 19483,Firewall,Critical,Development,Mumbai DC,Active
AST19484,ORG00737,SRV-19484,Application 19484,Application,Medium,Development,Hyderabad DC,Active
AST19485,ORG00895,SRV-19485,Firewall 19485,Firewall,Medium,Development,Bengaluru DC,Active
AST19486,ORG00567,SRV-19486,Domain Controller 19486,Domain Controller,Critical,Production,Bengaluru DC,Active
AST19487,ORG00813,SRV-19487,Workstation 19487,Workstation,Medium,Production,Hyderabad DC,Active
AST19488,ORG00323,SRV-19488,Network Device 19488,Network Device,Critical,Production,Bengaluru DC,Active
AST19489,ORG00068,SRV-19489,Firewall 19489,Firewall,Medium,Production,Pune DC,Active
AST19490,ORG00623,SRV-19490,Domain Controller 19490,Domain Controller,Medium,Development,Hyderabad DC,Active
AST19491,ORG00623,SRV-19491,Network Device 19491,Network Device,Medium,Production,Hyderabad DC,Inactive
AST19492,ORG00147,SRV-19492,Cloud Instance 19492,Cloud Instance,Critical,Production,Pune DC,Active
AST19493,ORG00962,SRV-19493,Cloud Instance 19493,Cloud Instance,Critical,Staging,Bengaluru DC,Active
AST19494,ORG00599,SRV-19494,Workstation 19494,Workstation,High,Staging,Bengaluru DC,Active
AST19495,ORG00535,SRV-19495,Cloud Instance 19495,Cloud Instance,Medium,Staging,Mumbai DC,Active
AST19496,ORG00603,SRV-19496,Domain Controller 19496,Domain Controller,Low,Staging,Bengaluru DC,Active
AST19497,ORG00535,SRV-19497,Application 19497,Application,Low,Staging,Delhi DC,Active
AST19498,ORG00651,SRV-19498,Domain Controller 19498,Domain Controller,High,Production,Mumbai DC,Active
AST19499,ORG00542,SRV-19499,Cloud Instance 19499,Cloud Instance,High,Production,Hyderabad DC,Active
AST19500,ORG00862,SRV-19500,Application 19500,Application,High,Production,Pune DC,Active
AST19501,ORG00725,SRV-19501,Database 19501,Database,Medium,Development,Hyderabad DC,Active
AST19502,ORG00141,SRV-19502,Firewall 19502,Firewall,High,Staging,Mumbai DC,Active
AST19503,ORG00375,SRV-19503,Server 19503,Server,High,Development,Delhi DC,Active
AST19504,ORG00445,SRV-19504,Application 19504,Application,Critical,Development,Delhi DC,Active
AST19505,ORG00700,SRV-19505,Domain Controller 19505,Domain Controller,Medium,Staging,Mumbai DC,Active
AST19506,ORG00881,SRV-19506,Workstation 19506,Workstation,High,Staging,Pune DC,Active
AST19507,ORG00750,SRV-19507,Firewall 19507,Firewall,High,Production,Hyderabad DC,Active
AST19508,ORG00463,SRV-19508,Domain Controller 19508,Domain Controller,Medium,Development,Mumbai DC,Active
AST19509,ORG00481,SRV-19509,Database 19509,Database,Medium,Production,Hyderabad DC,Active
AST19510,ORG00188,SRV-19510,Cloud Instance 19510,Cloud Instance,Critical,Development,Bengaluru DC,Active
AST19511,ORG00828,SRV-19511,Cloud Instance 19511,Cloud Instance,High,Production,Delhi DC,Active
AST19512,ORG00798,SRV-19512,Cloud Instance 19512,Cloud Instance,High,Staging,Delhi DC,Active
AST19513,ORG00763,SRV-19513,Firewall 19513,Firewall,High,Staging,Bengaluru DC,Active
AST19514,ORG00987,SRV-19514,Database 19514,Database,High,Development,Pune DC,Active
AST19515,ORG00133,SRV-19515,Domain Controller 19515,Domain Controller,Medium,Development,Mumbai DC,Active
AST19516,ORG00954,SRV-19516,Server 19516,Server,Critical,Development,Hyderabad DC,Active
AST19517,ORG00156,SRV-19517,Workstation 19517,Workstation,High,Staging,Bengaluru DC,Active
AST19518,ORG00144,SRV-19518,Application 19518,Application,High,Development,Delhi DC,Maintenance
AST19519,ORG00903,SRV-19519,Cloud Instance 19519,Cloud Instance,High,Staging,Bengaluru DC,Active
AST19520,ORG00673,SRV-19520,Firewall 19520,Firewall,High,Development,Bengaluru DC,Active
AST19521,ORG00366,SRV-19521,Database 19521,Database,Critical,Production,Hyderabad DC,Active
AST19522,ORG00640,SRV-19522,Cloud Instance 19522,Cloud Instance,High,Production,Mumbai DC,Active
AST19523,ORG00809,SRV-19523,Application 19523,Application,High,Production,Mumbai DC,Active
AST19524,ORG00486,SRV-19524,Application 19524,Application,Medium,Development,Delhi DC,Active
AST19525,ORG00729,SRV-19525,Cloud Instance 19525,Cloud Instance,High,Production,Delhi DC,Active
AST19526,ORG00453,SRV-19526,Application 19526,Application,High,Staging,Pune DC,Active
AST19527,ORG00682,SRV-19527,Firewall 19527,Firewall,High,Production,Pune DC,Active
AST19528,ORG00404,SRV-19528,Workstation 19528,Workstation,Low,Production,Pune DC,Active
AST19529,ORG00079,SRV-19529,Application 19529,Application,Critical,Staging,Bengaluru DC,Active
AST19530,ORG00457,SRV-19530,Network Device 19530,Network Device,High,Development,Bengaluru DC,Active
AST19531,ORG00828,SRV-19531,Database 19531,Database,Low,Staging,Hyderabad DC,Active
