investigation_id,alert_id,analyst_id,started_at,completed_at,duration_minutes,actions_performed,queries_executed,evidence_reviewed,investigation_notes,findings,escalation_decision
INV22467,ALT22467,AN06710,2026-09-02 04:43:30,2026-09-02 05:07:30,24,Checked threat intelligence and historical activity,7,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22468,ALT22468,AN15001,2026-08-20 17:05:23,2026-08-20 17:13:23,8,Checked alert,1,No,Reviewed.,No further action,No
INV22469,ALT22469,AN00129,2026-08-01 22:30:56,2026-08-01 23:07:56,37,Checked threat intelligence and historical activity,5,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV22470,ALT22470,AN24211,2026-09-05 10:57:04,2026-09-05 11:22:04,25,Reviewed authentication logs; checked source IP,8,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV22471,ALT22471,AN24232,2026-08-02 04:57:47,2026-08-02 05:29:47,32,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV22472,ALT22472,AN24579,2026-08-11 12:08:42,2026-08-11 12:33:42,25,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV22473,ALT22473,AN23548,2026-08-16 21:14:22,2026-08-16 22:50:22,96,Checked threat intelligence and historical activity,10,No,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV22474,ALT22474,AN07249,2026-08-25 06:30:01,2026-08-25 08:18:01,108,Reviewed authentication logs; checked source IP,6,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22475,ALT22475,AN22719,2026-08-17 02:17:40,2026-08-17 02:41:40,24,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22476,ALT22476,AN20487,2026-08-12 23:49:42,2026-08-13 00:14:42,25,Reviewed endpoint logs; analyzed process tree,12,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22477,ALT22477,AN17127,2026-08-11 22:14:42,2026-08-11 22:30:42,16,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV22478,ALT22478,AN18735,2026-08-06 18:38:32,2026-08-06 19:05:32,27,Reviewed authentication logs; checked source IP,2,No,Reviewed authentication logs and source IP.,Likely false positive,No
INV22479,ALT22479,AN18544,2026-08-01 06:18:28,2026-08-01 06:42:28,24,Reviewed endpoint logs; analyzed process tree,9,No,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22480,ALT22480,AN04978,2026-08-10 11:31:52,2026-08-10 12:12:52,41,Reviewed endpoint logs; analyzed process tree,11,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22481,ALT22481,AN18227,2026-08-03 00:27:12,2026-08-03 00:58:12,31,Reviewed endpoint logs; analyzed process tree,6,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV22482,ALT22482,AN15911,2026-09-06 04:51:50,2026-09-06 05:36:50,45,Reviewed authentication logs; checked source IP,11,No,Investigated user activity and historical baseline.,Benign activity,Yes
INV22483,ALT22483,AN16467,2026-08-25 07:59:27,2026-08-25 08:26:27,27,Checked threat intelligence and historical activity,10,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV22484,ALT22484,AN19914,2026-08-20 14:00:18,2026-08-20 14:23:18,23,Reviewed endpoint logs; analyzed process tree,9,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV22485,ALT22485,AN22530,2026-09-03 12:44:08,2026-09-03 13:05:08,21,Checked threat intelligence and historical activity,11,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV22486,ALT22486,AN04324,2026-08-13 13:19:28,2026-08-13 13:35:28,16,Reviewed endpoint logs; analyzed process tree,8,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV22487,ALT22487,AN02419,2026-08-16 12:00:29,2026-08-16 12:41:29,41,Reviewed authentication logs; checked source IP,10,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22488,ALT22488,AN24644,2026-08-29 10:15:36,2026-08-29 11:58:36,103,"Correlated SIEM, firewall and endpoint telemetry",6,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22489,ALT22489,AN02820,2026-08-20 02:40:47,2026-08-20 02:58:47,18,Reviewed endpoint logs; analyzed process tree,2,No,Investigated user activity and historical baseline.,Potential compromise identified,No
INV22490,ALT22490,AN03103,2026-09-04 04:28:07,2026-09-04 04:55:07,27,Checked threat intelligence and historical activity,9,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV22491,ALT22491,AN24400,2026-09-03 11:28:35,2026-09-03 11:53:35,25,Reviewed authentication logs; checked source IP,6,No,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV22492,ALT22492,AN02080,2026-08-28 04:28:11,2026-08-28 05:13:11,45,Reviewed endpoint logs; analyzed process tree,6,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV22493,ALT22493,AN05084,2026-08-15 11:35:33,2026-08-15 11:42:33,7,Reviewed endpoint logs; analyzed process tree,5,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV22494,ALT22494,AN10265,2026-09-04 22:41:22,2026-09-04 23:04:22,23,Reviewed authentication logs; checked source IP,8,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22495,ALT22495,AN13214,2026-08-25 22:19:51,2026-08-25 23:59:51,100,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV22496,ALT22496,AN01748,2026-08-21 23:13:25,2026-08-21 23:30:25,17,Reviewed endpoint logs; analyzed process tree,9,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV22497,ALT22497,AN21410,2026-08-15 15:47:38,2026-08-15 17:22:38,95,Reviewed authentication logs; checked source IP,6,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV22498,ALT22498,AN18909,2026-08-04 13:00:25,2026-08-04 14:56:25,116,Checked threat intelligence and historical activity,4,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV22499,ALT22499,AN17918,2026-08-21 19:58:55,2026-08-21 21:51:55,113,Reviewed endpoint logs; analyzed process tree,3,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22500,ALT22500,AN00710,2026-08-03 14:45:21,2026-08-03 15:39:21,54,Checked threat intelligence and historical activity,10,No,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV22501,ALT22501,AN19101,2026-08-27 12:54:20,2026-08-27 14:48:20,114,Checked threat intelligence and historical activity,9,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV22502,ALT22502,AN14612,2026-08-24 16:16:47,2026-08-24 16:33:47,17,Checked threat intelligence and historical activity,7,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV22503,ALT22503,AN11664,2026-08-10 15:36:08,2026-08-10 15:44:08,8,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV22504,ALT22504,AN03016,2026-09-08 12:34:17,2026-09-08 12:43:17,9,Reviewed authentication logs; checked source IP,5,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22505,ALT22505,AN13540,2026-08-26 06:20:19,2026-08-26 06:33:19,13,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV22506,ALT22506,AN09083,2026-08-22 02:47:17,2026-08-22 02:58:17,11,Reviewed endpoint logs; analyzed process tree,3,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV22507,ALT22507,AN01530,2026-09-02 13:07:02,2026-09-02 13:27:02,20,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22508,ALT22508,AN09619,2026-08-14 06:18:30,2026-08-14 07:43:30,85,Reviewed authentication logs; checked source IP,8,No,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV22509,ALT22509,AN17670,2026-08-09 09:46:30,2026-08-09 10:38:30,52,"Correlated SIEM, firewall and endpoint telemetry",3,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV22510,ALT22510,AN15149,2026-08-02 20:21:48,2026-08-02 20:37:48,16,Reviewed endpoint logs; analyzed process tree,11,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV22511,ALT22511,AN16169,2026-09-03 08:26:32,2026-09-03 08:42:32,16,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV22512,ALT22512,AN11518,2026-08-07 07:49:14,2026-08-07 08:19:14,30,Reviewed authentication logs; checked source IP,3,No,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22513,ALT22513,AN19523,2026-08-14 18:53:37,2026-08-14 20:42:37,109,"Correlated SIEM, firewall and endpoint telemetry",10,No,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV22514,ALT22514,AN01032,2026-09-08 08:45:44,2026-09-08 09:24:44,39,"Correlated SIEM, firewall and endpoint telemetry",10,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22515,ALT22515,AN10594,2026-08-28 03:13:15,2026-08-28 03:40:15,27,Reviewed authentication logs; checked source IP,12,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV22516,ALT22516,AN05630,2026-09-09 22:08:58,2026-09-09 23:53:58,105,Checked threat intelligence and historical activity,5,No,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV22517,ALT22517,AN12732,2026-08-20 18:38:56,2026-08-20 18:49:56,11,Reviewed endpoint logs; analyzed process tree,12,No,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22518,ALT22518,AN08560,2026-08-01 03:51:49,2026-08-01 04:07:49,16,Checked threat intelligence and historical activity,10,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV22519,ALT22519,AN05472,2026-08-03 05:59:51,2026-08-03 07:05:51,66,"Correlated SIEM, firewall and endpoint telemetry",9,No,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV22520,ALT22520,AN05304,2026-08-03 14:06:46,2026-08-03 14:44:46,38,Reviewed authentication logs; checked source IP,2,No,Investigated user activity and historical baseline.,Likely false positive,No
INV22521,ALT22521,AN21783,2026-08-03 02:32:33,2026-08-03 03:19:33,47,Reviewed endpoint logs; analyzed process tree,3,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV22522,ALT22522,AN21562,2026-08-27 20:20:22,2026-08-27 20:31:22,11,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22523,ALT22523,AN19740,2026-08-09 13:59:34,2026-08-09 14:27:34,28,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV22524,ALT22524,AN03767,2026-08-23 21:28:17,2026-08-23 21:44:17,16,Checked threat intelligence and historical activity,7,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV22525,ALT22525,AN20214,2026-08-17 23:22:43,2026-08-17 23:42:43,20,Checked threat intelligence and historical activity,8,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22526,ALT22526,AN22598,2026-08-16 05:05:58,2026-08-16 05:39:58,34,"Correlated SIEM, firewall and endpoint telemetry",3,No,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22527,ALT22527,AN14500,2026-08-12 14:36:21,2026-08-12 14:58:21,22,Reviewed authentication logs; checked source IP,2,No,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV22528,ALT22528,AN24725,2026-08-11 21:52:41,2026-08-11 22:00:41,8,Reviewed endpoint logs; analyzed process tree,11,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV22529,ALT22529,AN22386,2026-08-16 04:33:17,2026-08-16 06:11:17,98,Reviewed endpoint logs; analyzed process tree,3,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22530,ALT22530,AN00290,2026-08-04 04:25:53,2026-08-04 04:45:53,20,Reviewed authentication logs; checked source IP,5,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV22531,ALT22531,AN04825,2026-08-20 06:09:10,2026-08-20 08:09:10,120,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV22532,ALT22532,AN21829,2026-08-11 10:27:17,2026-08-11 11:03:17,36,"Correlated SIEM, firewall and endpoint telemetry",9,No,Reviewed authentication logs and source IP.,Likely false positive,No
INV22533,ALT22533,AN24093,2026-09-05 01:29:25,2026-09-05 01:48:25,19,Checked threat intelligence and historical activity,7,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22534,ALT22534,AN24202,2026-08-05 14:45:44,2026-08-05 15:57:44,72,Reviewed authentication logs; checked source IP,4,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22535,ALT22535,AN04883,2026-08-10 12:25:52,2026-08-10 13:34:52,69,Checked threat intelligence and historical activity,3,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV22536,ALT22536,AN16731,2026-08-22 01:07:57,2026-08-22 01:19:57,12,Reviewed authentication logs; checked source IP,2,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV22537,ALT22537,AN01886,2026-09-01 13:40:19,2026-09-01 14:32:19,52,Checked threat intelligence and historical activity,12,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV22538,ALT22538,AN11146,2026-08-27 14:55:15,2026-08-27 15:24:15,29,Checked threat intelligence and historical activity,8,No,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22539,ALT22539,AN03355,2026-08-03 17:43:08,2026-08-03 18:53:08,70,Checked threat intelligence and historical activity,12,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV22540,ALT22540,AN11139,2026-09-04 00:30:13,2026-09-04 00:44:13,14,Reviewed authentication logs; checked source IP,5,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV22541,ALT22541,AN09513,2026-08-06 02:06:54,2026-08-06 02:20:54,14,Checked threat intelligence and historical activity,5,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV22542,ALT22542,AN12845,2026-08-16 12:43:39,2026-08-16 14:26:39,103,Reviewed endpoint logs; analyzed process tree,4,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22543,ALT22543,AN15201,2026-08-25 10:37:25,2026-08-25 10:45:25,8,Checked threat intelligence and historical activity,5,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV22544,ALT22544,AN04166,2026-08-28 13:40:08,2026-08-28 14:02:08,22,Reviewed endpoint logs; analyzed process tree,11,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV22545,ALT22545,AN23429,2026-08-06 01:01:57,2026-08-06 02:19:57,78,"Correlated SIEM, firewall and endpoint telemetry",6,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV22546,ALT22546,AN21524,2026-09-07 03:14:46,2026-09-07 04:09:46,55,Reviewed endpoint logs; analyzed process tree,12,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV22547,ALT22547,AN02125,2026-08-11 22:25:00,2026-08-11 23:36:00,71,Checked threat intelligence and historical activity,2,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22548,ALT22548,AN07290,2026-08-30 04:11:13,2026-08-30 04:18:13,7,Reviewed endpoint logs; analyzed process tree,10,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV22549,ALT22549,AN19234,2026-08-29 20:07:37,2026-08-29 20:30:37,23,Reviewed authentication logs; checked source IP,5,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV22550,ALT22550,AN18361,2026-08-19 04:37:39,2026-08-19 04:50:39,13,Checked threat intelligence and historical activity,2,No,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22551,ALT22551,AN21836,2026-08-05 16:55:26,2026-08-05 17:25:26,30,Reviewed authentication logs; checked source IP,11,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV22552,ALT22552,AN09538,2026-08-24 05:40:31,2026-08-24 07:18:31,98,Reviewed endpoint logs; analyzed process tree,6,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22553,ALT22553,AN18732,2026-08-12 19:09:21,2026-08-12 20:42:21,93,Checked threat intelligence and historical activity,9,No,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22554,ALT22554,AN11829,2026-08-12 11:19:45,2026-08-12 11:27:45,8,"Correlated SIEM, firewall and endpoint telemetry",6,No,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22555,ALT22555,AN20666,2026-08-22 20:38:55,2026-08-22 22:32:55,114,Reviewed authentication logs; checked source IP,5,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV22556,ALT22556,AN17377,2026-08-28 11:18:30,2026-08-28 12:20:30,62,Checked threat intelligence and historical activity,12,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV22557,ALT22557,AN14603,2026-08-23 15:27:40,2026-08-23 15:44:40,17,Reviewed authentication logs; checked source IP,2,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV22558,ALT22558,AN14142,2026-08-25 22:24:34,2026-08-25 23:54:34,90,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV22559,ALT22559,AN21093,2026-08-05 13:10:12,2026-08-05 13:53:12,43,Reviewed authentication logs; checked source IP,3,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22560,ALT22560,AN07967,2026-08-10 22:02:20,2026-08-10 22:23:20,21,Checked threat intelligence and historical activity,8,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV22561,ALT22561,AN20666,2026-08-24 17:53:58,2026-08-24 19:37:58,104,Reviewed endpoint logs; analyzed process tree,9,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV22562,ALT22562,AN09042,2026-08-03 12:06:11,2026-08-03 13:10:11,64,Reviewed endpoint logs; analyzed process tree,8,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV22563,ALT22563,AN13205,2026-08-05 04:48:41,2026-08-05 05:08:41,20,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22564,ALT22564,AN14695,2026-09-06 13:02:19,2026-09-06 13:48:19,46,Reviewed endpoint logs; analyzed process tree,9,No,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV22565,ALT22565,AN01390,2026-08-30 02:55:56,2026-08-30 03:27:56,32,Checked threat intelligence and historical activity,12,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22566,ALT22566,AN12221,2026-08-19 19:18:41,2026-08-19 19:29:41,11,Reviewed authentication logs; checked source IP,8,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV22567,ALT22567,AN16636,2026-08-24 22:55:18,2026-08-24 23:35:18,40,Reviewed authentication logs; checked source IP,11,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV22568,ALT22568,AN15104,2026-08-08 17:01:19,2026-08-08 18:04:19,63,Reviewed endpoint logs; analyzed process tree,6,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV22569,ALT22569,AN03456,2026-09-02 09:18:55,2026-09-02 10:00:55,42,Reviewed authentication logs; checked source IP,9,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22570,ALT22570,AN19558,2026-08-01 01:08:27,2026-08-01 02:27:27,79,"Correlated SIEM, firewall and endpoint telemetry",6,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22571,ALT22571,AN14983,2026-08-17 20:41:24,2026-08-17 21:20:24,39,Checked threat intelligence and historical activity,5,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV22572,ALT22572,AN24462,2026-08-08 21:49:38,2026-08-08 22:18:38,29,Reviewed authentication logs; checked source IP,9,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV22573,ALT22573,AN05377,2026-08-27 13:17:03,2026-08-27 13:49:03,32,"Correlated SIEM, firewall and endpoint telemetry",6,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV22574,ALT22574,AN16559,2026-08-31 05:53:19,2026-08-31 06:43:19,50,Reviewed endpoint logs; analyzed process tree,11,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22575,ALT22575,AN18611,2026-08-22 17:35:41,2026-08-22 18:14:41,39,Reviewed authentication logs; checked source IP,11,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22576,ALT22576,AN22963,2026-08-14 15:37:06,2026-08-14 16:08:06,31,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV22577,ALT22577,AN05371,2026-08-30 10:40:25,2026-08-30 10:58:25,18,Checked threat intelligence and historical activity,3,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV22578,ALT22578,AN12997,2026-09-08 09:29:12,2026-09-08 09:44:12,15,Reviewed authentication logs; checked source IP,6,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV22579,ALT22579,AN16224,2026-08-20 03:33:59,2026-08-20 04:42:59,69,Reviewed authentication logs; checked source IP,8,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV22580,ALT22580,AN01364,2026-08-12 18:26:02,2026-08-12 19:16:02,50,Reviewed endpoint logs; analyzed process tree,2,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV22581,ALT22581,AN05575,2026-08-27 07:35:30,2026-08-27 08:04:30,29,Checked threat intelligence and historical activity,8,No,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV22582,ALT22582,AN01559,2026-09-06 09:32:23,2026-09-06 09:56:23,24,"Correlated SIEM, firewall and endpoint telemetry",3,No,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV22583,ALT22583,AN24896,2026-08-21 19:35:43,2026-08-21 20:20:43,45,Reviewed authentication logs; checked source IP,5,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV22584,ALT22584,AN06058,2026-08-28 16:52:32,2026-08-28 17:30:32,38,"Correlated SIEM, firewall and endpoint telemetry",12,No,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV22585,ALT22585,AN04084,2026-08-11 22:17:48,2026-08-11 22:42:48,25,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV22586,ALT22586,AN04421,2026-08-20 21:52:39,2026-08-20 22:00:39,8,Reviewed endpoint logs; analyzed process tree,2,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV22587,ALT22587,AN18440,2026-08-06 20:56:09,2026-08-06 21:13:09,17,Checked threat intelligence and historical activity,6,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV22588,ALT22588,AN15437,2026-08-21 17:05:27,2026-08-21 17:26:27,21,Checked threat intelligence and historical activity,10,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22589,ALT22589,AN12018,2026-08-04 03:06:48,2026-08-04 04:27:48,81,Reviewed endpoint logs; analyzed process tree,5,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV22590,ALT22590,AN02260,2026-08-11 03:02:19,2026-08-11 03:24:19,22,Checked threat intelligence and historical activity,6,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV22591,ALT22591,AN13614,2026-08-28 15:29:03,2026-08-28 15:51:03,22,Reviewed endpoint logs; analyzed process tree,3,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22592,ALT22592,AN03723,2026-08-16 02:22:49,2026-08-16 03:10:49,48,Reviewed authentication logs; checked source IP,11,No,Reviewed authentication logs and source IP.,Benign activity,No
INV22593,ALT22593,AN18478,2026-08-23 15:00:40,2026-08-23 15:52:40,52,Reviewed authentication logs; checked source IP,11,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV22594,ALT22594,AN22819,2026-09-06 23:07:15,2026-09-06 23:35:15,28,Reviewed authentication logs; checked source IP,11,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV22595,ALT22595,AN23135,2026-08-28 15:15:16,2026-08-28 15:29:16,14,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22596,ALT22596,AN08634,2026-08-29 16:31:25,2026-08-29 16:57:25,26,Reviewed authentication logs; checked source IP,6,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV22597,ALT22597,AN00969,2026-09-01 17:46:35,2026-09-01 18:31:35,45,Reviewed endpoint logs; analyzed process tree,8,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV22598,ALT22598,AN17736,2026-08-07 15:55:29,2026-08-07 17:53:29,118,Reviewed authentication logs; checked source IP,7,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV22599,ALT22599,AN14936,2026-08-26 01:51:31,2026-08-26 03:15:31,84,Reviewed endpoint logs; analyzed process tree,11,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV22600,ALT22600,AN02727,2026-08-24 02:33:50,2026-08-24 02:49:50,16,Checked threat intelligence and historical activity,4,No,Investigated user activity and historical baseline.,Benign activity,No
INV22601,ALT22601,AN21540,2026-08-13 23:16:30,2026-08-13 23:56:30,40,Checked threat intelligence and historical activity,11,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV22602,ALT22602,AN08956,2026-08-02 22:14:07,2026-08-02 23:49:07,95,Reviewed endpoint logs; analyzed process tree,7,No,Reviewed authentication logs and source IP.,Likely false positive,No
INV22603,ALT22603,AN10388,2026-09-01 09:07:18,2026-09-01 10:20:18,73,Reviewed authentication logs; checked source IP,3,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV22604,ALT22604,AN10322,2026-09-09 20:50:05,2026-09-09 22:06:05,76,Reviewed endpoint logs; analyzed process tree,10,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV22605,ALT22605,AN21222,2026-08-16 19:49:05,2026-08-16 19:59:05,10,Checked alert,1,No,Reviewed.,No further action,No
INV22606,ALT22606,AN20773,2026-08-25 12:50:02,2026-08-25 15:07:02,137,Reviewed authentication logs; checked source IP,5,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV22607,ALT22607,AN02177,2026-09-07 01:01:20,2026-09-07 01:21:20,20,Reviewed endpoint logs; analyzed process tree,10,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV22608,ALT22608,AN15759,2026-08-23 13:14:19,2026-08-23 13:37:19,23,Reviewed endpoint logs; analyzed process tree,2,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV22609,ALT22609,AN15908,2026-08-03 09:12:49,2026-08-03 09:20:49,8,Reviewed authentication logs; checked source IP,4,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV22610,ALT22610,AN08414,2026-08-06 23:53:52,2026-08-07 00:59:52,66,Reviewed authentication logs; checked source IP,12,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
