alert_id,external_id,organization_id,asset_id,analyst_id,alert_type,severity,status,created_at,closed_at,closure_time_minutes,investigation_notes,evidence_reviewed,escalated,false_positive,incident_id
ALT22754,SIEM-922754,ORG00061,AST16938,AN15342,Phishing,Medium,Closed,2026-08-06 15:21:00,2026-08-06 16:07:00,46,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22755,SIEM-922755,ORG00681,AST01133,AN04070,Brute Force,High,Investigating,2026-08-08 08:58:00,,,Investigated user activity and historical baseline.,No,Yes,No,
ALT22756,SIEM-922756,ORG00535,AST09258,AN17778,Suspicious Login,Low,Closed,2026-08-08 20:54:00,2026-08-08 21:38:00,44,Investigated user activity and historical baseline.,No,No,No,
ALT22757,SIEM-922757,ORG00696,AST22671,AN02515,Port Scan,Medium,Closed,2026-08-04 03:59:00,2026-08-04 04:55:00,56,Investigated user activity and historical baseline.,No,No,No,
ALT22758,SIEM-922758,ORG00446,AST14984,AN22851,Ransomware,Critical,Closed,2026-08-06 17:18:00,2026-08-06 17:40:00,22,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22759,SIEM-922759,ORG00486,AST01810,AN09149,Phishing,Medium,Closed,2026-08-13 15:27:00,2026-08-13 15:50:00,23,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22760,SIEM-922760,ORG00387,AST00265,AN19610,Malware,Low,Investigating,2026-08-15 10:25:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT22761,SIEM-922761,ORG00730,AST00539,AN05895,Ransomware,Low,Closed,2026-09-05 22:46:00,2026-09-05 23:06:00,20,Investigated user activity and historical baseline.,Yes,No,No,
ALT22762,SIEM-922762,ORG00879,AST03240,AN15902,Brute Force,Medium,Closed,2026-09-03 19:38:00,2026-09-03 20:12:00,34,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT22763,SIEM-922763,ORG00598,AST19596,AN20815,Phishing,High,Closed,2026-09-02 16:15:00,2026-09-02 17:01:00,46,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22764,SIEM-922764,ORG00629,AST06338,AN05742,Impossible Travel,High,Escalated,2026-08-05 17:03:00,,,Reviewed authentication logs and source IP.,No,Yes,No,INC22764
ALT22765,SIEM-922765,ORG00139,AST05174,AN01284,Port Scan,Low,Closed,2026-09-06 03:42:00,2026-09-06 04:00:00,18,Reviewed authentication logs and source IP.,No,No,Yes,
ALT22766,SIEM-922766,ORG00310,AST24783,AN03271,Anomalous Process,Medium,Open,2026-08-31 03:16:00,,,Investigated user activity and historical baseline.,No,No,No,
ALT22767,SIEM-922767,ORG00719,AST02908,AN07939,Phishing,Medium,Closed,2026-09-08 18:07:00,2026-09-08 18:59:00,52,Investigated user activity and historical baseline.,Yes,No,No,
ALT22768,SIEM-922768,ORG00503,AST24288,AN24138,Privilege Escalation,Medium,Escalated,2026-08-14 17:30:00,,,Investigated user activity and historical baseline.,No,Yes,No,INC22768
ALT22769,SIEM-922769,ORG00029,AST11726,AN04916,Anomalous Process,Low,Investigating,2026-08-10 14:49:00,,,Reviewed authentication logs and source IP.,No,Yes,No,
ALT22770,SIEM-922770,ORG00472,AST07999,AN07905,Data Exfiltration,Medium,Closed,2026-08-28 10:25:00,2026-08-28 11:33:00,68,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22771,SIEM-922771,ORG00825,AST06422,AN01486,Data Exfiltration,High,Closed,2026-09-05 22:15:00,2026-09-05 22:36:00,21,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22772,SIEM-922772,ORG00936,AST20181,AN18589,Impossible Travel,High,Closed,2026-08-03 00:16:00,2026-08-03 00:31:00,15,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22773,SIEM-922773,ORG00937,AST17452,AN07815,Anomalous Process,Medium,Closed,2026-09-08 17:33:00,2026-09-08 17:43:00,10,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22774,SIEM-922774,ORG00252,AST23498,AN14472,Ransomware,High,Closed,2026-08-18 21:09:00,2026-08-18 21:46:00,37,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22775,SIEM-922775,ORG00563,AST17926,AN02208,Privilege Escalation,Low,Investigating,2026-08-08 19:08:00,,,Reviewed authentication logs and source IP.,No,No,No,
ALT22776,SIEM-922776,ORG00682,AST16742,AN19961,Suspicious Login,High,Closed,2026-09-08 10:06:00,2026-09-08 11:10:00,64,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22777,SIEM-922777,ORG00524,AST05206,AN08587,Malware,Low,Closed,2026-08-22 23:04:00,2026-08-22 23:53:00,49,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22778,SIEM-922778,ORG00371,AST20390,AN23480,Brute Force,Medium,Investigating,2026-08-02 13:58:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22779,SIEM-922779,ORG00241,AST02002,AN18935,Brute Force,High,Closed,2026-09-06 20:21:00,2026-09-06 20:49:00,28,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22780,SIEM-922780,ORG00406,AST03583,AN10688,Impossible Travel,High,Investigating,2026-08-17 14:04:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22781,SIEM-922781,ORG00285,AST21418,AN19047,Phishing,High,Open,2026-08-04 23:46:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22782,SIEM-922782,ORG00851,AST19983,AN16776,Malware,Low,Closed,2026-08-18 18:02:00,2026-08-18 18:22:00,20,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22783,SIEM-922783,ORG00098,AST11756,AN09140,Ransomware,Medium,Closed,2026-08-13 00:28:00,2026-08-13 00:45:00,17,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22784,SIEM-922784,ORG00180,AST11897,AN03520,Data Exfiltration,Critical,Closed,2026-08-23 16:46:00,2026-08-23 17:14:00,28,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22785,SIEM-922785,ORG00728,AST15270,AN08061,Suspicious Login,Low,Closed,2026-09-06 02:31:00,2026-09-06 02:42:00,11,Investigated user activity and historical baseline.,No,No,No,
ALT22786,SIEM-922786,ORG00687,AST17864,AN23541,Phishing,Low,Escalated,2026-08-24 12:09:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC22786
ALT22787,SIEM-922787,ORG00464,AST20103,AN09090,Malware,High,Closed,2026-08-12 14:02:00,2026-08-12 14:16:00,14,Investigated user activity and historical baseline.,No,No,No,
ALT22788,SIEM-922788,ORG00914,AST13526,AN16009,Privilege Escalation,Low,Closed,2026-08-03 18:52:00,2026-08-03 19:24:00,32,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22789,SIEM-922789,ORG00860,AST19395,AN08570,Privilege Escalation,Low,Closed,2026-08-15 06:18:00,2026-08-15 06:33:00,15,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT22790,SIEM-922790,ORG00351,AST02188,AN03722,Anomalous Process,Low,Closed,2026-09-04 04:20:00,2026-09-04 04:35:00,15,Reviewed authentication logs and source IP.,No,No,No,
ALT22791,SIEM-922791,ORG00973,AST18128,AN10868,Brute Force,Low,Investigating,2026-08-23 13:23:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22792,SIEM-922792,ORG00691,AST17008,AN08646,Brute Force,Critical,Closed,2026-08-01 07:01:00,2026-08-01 07:16:00,15,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT22793,SIEM-922793,ORG00887,AST16715,AN12810,Ransomware,High,Closed,2026-08-25 08:52:00,2026-08-25 09:04:00,12,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22794,SIEM-922794,ORG00628,AST18008,AN23573,Port Scan,Low,Closed,2026-08-06 10:50:00,2026-08-06 11:09:00,19,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22795,SIEM-922795,ORG00207,AST04405,AN23022,Impossible Travel,High,Open,2026-08-26 02:33:00,,,Reviewed authentication logs and source IP.,No,No,No,
ALT22796,SIEM-922796,ORG00676,AST08658,AN17281,Malware,Low,Closed,2026-08-22 12:12:00,2026-08-22 12:48:00,36,Investigated user activity and historical baseline.,No,No,Yes,
ALT22797,SIEM-922797,ORG00487,AST21992,AN02898,Privilege Escalation,Low,Closed,2026-08-18 11:50:00,2026-08-18 12:19:00,29,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22798,SIEM-922798,ORG00005,AST22344,AN18667,Privilege Escalation,High,Escalated,2026-08-28 10:55:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC22798
ALT22799,SIEM-922799,ORG00603,AST02985,AN01113,Impossible Travel,High,Closed,2026-08-28 05:17:00,2026-08-28 05:44:00,27,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT22800,SIEM-922800,ORG00795,AST17681,AN23968,Data Exfiltration,Low,Investigating,2026-09-01 06:54:00,,,Checked endpoint telemetry and correlated network events.,No,Yes,Yes,
ALT22801,SIEM-922801,ORG00141,AST01050,AN12961,Privilege Escalation,Low,Closed,2026-08-04 11:19:00,2026-08-04 11:39:00,20,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22802,SIEM-922802,ORG00699,AST12621,AN16191,Anomalous Process,Low,Closed,2026-08-02 16:43:00,2026-08-02 17:22:00,39,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22803,SIEM-922803,ORG00128,AST02462,AN08282,Phishing,Critical,Investigating,2026-08-01 05:32:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22804,SIEM-922804,ORG00885,AST00377,AN15158,Malware,Medium,Closed,2026-08-20 10:47:00,2026-08-20 11:06:00,19,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22805,SIEM-922805,ORG00791,AST10197,AN01534,Data Exfiltration,Low,Closed,2026-08-01 07:18:00,2026-08-01 07:42:00,24,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22806,SIEM-922806,ORG00883,AST02928,AN02282,Brute Force,High,Closed,2026-08-13 21:10:00,2026-08-13 21:18:00,8,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT22807,SIEM-922807,ORG00140,AST10463,AN10910,Brute Force,High,Closed,2026-08-01 05:00:00,2026-08-01 05:06:00,6,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22808,SIEM-922808,ORG00956,AST05811,AN17101,Suspicious Login,Low,Investigating,2026-08-16 21:14:00,,,Investigated user activity and historical baseline.,No,No,Yes,
ALT22809,SIEM-922809,ORG00365,AST12553,AN16005,Malware,Low,Open,2026-09-04 12:48:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT22810,SIEM-922810,ORG00909,AST07537,AN23656,Brute Force,Medium,Escalated,2026-08-14 06:28:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC22810
ALT22811,SIEM-922811,ORG00848,AST22922,AN14409,Malware,High,Closed,2026-09-06 21:19:00,2026-09-06 21:56:00,37,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT22812,SIEM-922812,ORG00924,AST18484,AN13671,Anomalous Process,Low,Closed,2026-09-06 00:52:00,2026-09-06 01:25:00,33,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22813,SIEM-922813,ORG00838,AST24878,AN21318,Phishing,Low,Closed,2026-09-05 12:20:00,2026-09-05 13:00:00,40,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22814,SIEM-922814,ORG00837,AST20056,AN01659,Malware,High,Investigating,2026-09-07 12:20:00,,,Investigated user activity and historical baseline.,No,No,Yes,
ALT22815,SIEM-922815,ORG00230,AST04310,AN22452,Anomalous Process,High,Closed,2026-08-06 02:31:00,2026-08-06 03:17:00,46,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22816,SIEM-922816,ORG00830,AST15386,AN08269,Phishing,Medium,Closed,2026-08-17 07:45:00,2026-08-17 08:13:00,28,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22817,SIEM-922817,ORG00233,AST03787,AN09974,Impossible Travel,Medium,Closed,2026-08-30 01:38:00,2026-08-30 02:50:00,72,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22818,SIEM-922818,ORG00628,AST19755,AN20781,Brute Force,Low,Closed,2026-08-08 07:17:00,2026-08-08 07:41:00,24,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22819,SIEM-922819,ORG00810,AST03155,AN17402,Malware,Medium,Closed,2026-08-05 23:37:00,2026-08-05 23:56:00,19,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22820,SIEM-922820,ORG00621,AST00807,AN07806,Phishing,Low,Closed,2026-09-01 01:42:00,2026-09-01 01:51:00,9,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22821,SIEM-922821,ORG00601,AST06147,AN05802,Brute Force,Medium,Closed,2026-08-11 23:38:00,2026-08-11 23:51:00,13,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22822,SIEM-922822,ORG00249,AST09396,AN24981,Port Scan,Medium,Open,2026-08-11 17:06:00,,,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT22823,SIEM-922823,ORG00750,AST04623,AN01261,Phishing,Low,Closed,2026-09-07 17:09:00,2026-09-07 18:23:00,74,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22824,SIEM-922824,ORG00867,AST13878,AN22611,Data Exfiltration,Low,Closed,2026-08-15 09:47:00,2026-08-15 10:19:00,32,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22825,SIEM-922825,ORG00783,AST09014,AN02698,Privilege Escalation,Medium,Closed,2026-08-09 10:12:00,2026-08-09 10:35:00,23,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22826,SIEM-922826,ORG00467,AST10925,AN22896,Suspicious Login,High,Closed,2026-08-05 05:22:00,2026-08-05 05:40:00,18,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22827,SIEM-922827,ORG00976,AST20471,AN12388,Brute Force,Medium,Escalated,2026-08-16 12:53:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC22827
ALT22828,SIEM-922828,ORG00453,AST03211,AN05167,Ransomware,Medium,Open,2026-08-22 11:27:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22829,SIEM-922829,ORG00697,AST02528,AN24894,Suspicious Login,Medium,Closed,2026-08-24 06:06:00,2026-08-24 07:14:00,68,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22830,SIEM-922830,ORG00385,AST19066,AN20889,Impossible Travel,Medium,Open,2026-08-31 02:37:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22831,SIEM-922831,ORG00339,AST13580,AN00708,Phishing,High,Closed,2026-08-27 08:22:00,2026-08-27 08:45:00,23,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22832,SIEM-922832,ORG00235,AST18379,AN15930,Suspicious Login,High,Closed,2026-08-07 03:31:00,2026-08-07 04:04:00,33,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT22833,SIEM-922833,ORG00480,AST06794,AN07308,Ransomware,Low,Closed,2026-08-19 10:52:00,2026-08-19 11:28:00,36,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT22834,SIEM-922834,ORG00561,AST01375,AN20091,Suspicious Login,Medium,Escalated,2026-08-28 16:16:00,,,Validated detection against SIEM and endpoint evidence.,No,Yes,No,INC22834
ALT22835,SIEM-922835,ORG00395,AST05637,AN23670,Anomalous Process,Medium,Closed,2026-08-08 07:59:00,2026-08-08 08:32:00,33,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT22836,SIEM-922836,ORG00253,AST22149,AN14267,Anomalous Process,High,Closed,2026-08-12 23:33:00,2026-08-13 00:14:00,41,Investigated user activity and historical baseline.,Yes,No,No,
ALT22837,SIEM-922837,ORG00659,AST18128,AN12346,Data Exfiltration,Low,Closed,2026-08-14 01:59:00,2026-08-14 02:18:00,19,Reviewed authentication logs and source IP.,Yes,Yes,Yes,
ALT22838,SIEM-922838,ORG00646,AST20014,AN15013,Privilege Escalation,High,Open,2026-08-01 09:12:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22839,SIEM-922839,ORG00365,AST21294,AN16126,Port Scan,Low,Closed,2026-09-07 15:44:00,2026-09-07 16:16:00,32,Investigated user activity and historical baseline.,Yes,No,No,
ALT22840,SIEM-922840,ORG00473,AST09781,AN13473,Brute Force,Low,Escalated,2026-08-18 00:32:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,INC22840
ALT22841,SIEM-922841,ORG00597,AST05577,AN04716,Privilege Escalation,High,Closed,2026-08-11 06:53:00,2026-08-11 07:02:00,9,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT22842,SIEM-922842,ORG00308,AST17271,AN15243,Brute Force,High,Open,2026-09-04 15:28:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22843,SIEM-922843,ORG00368,AST17502,AN23512,Data Exfiltration,Medium,Investigating,2026-09-07 18:35:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22844,SIEM-922844,ORG00904,AST23677,AN13594,Ransomware,Medium,Closed,2026-08-03 18:34:00,2026-08-03 18:42:00,8,Investigated user activity and historical baseline.,Yes,No,No,
ALT22845,SIEM-922845,ORG00105,AST08039,AN17231,Suspicious Login,Critical,Closed,2026-08-09 20:25:00,2026-08-09 21:06:00,41,Reviewed authentication logs and source IP.,No,Yes,No,
ALT22846,SIEM-922846,ORG00429,AST19972,AN22943,Port Scan,Medium,Closed,2026-08-16 08:12:00,2026-08-16 08:46:00,34,Investigated user activity and historical baseline.,Yes,No,No,
ALT22847,SIEM-922847,ORG00253,AST23287,AN05917,Privilege Escalation,Low,Closed,2026-09-06 09:10:00,2026-09-06 09:54:00,44,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22848,SIEM-922848,ORG00226,AST01674,AN24394,Data Exfiltration,High,Closed,2026-08-02 04:19:00,2026-08-02 04:36:00,17,Reviewed authentication logs and source IP.,No,No,No,
ALT22849,SIEM-922849,ORG00498,AST07511,AN14219,Anomalous Process,Low,Closed,2026-08-23 02:57:00,2026-08-23 03:11:00,14,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22850,SIEM-922850,ORG00426,AST03647,AN18471,Malware,High,Closed,2026-08-02 23:40:00,2026-08-03 00:25:00,45,Validated detection against SIEM and endpoint evidence.,No,No,Yes,
ALT22851,SIEM-922851,ORG00166,AST00782,AN18394,Phishing,Low,Investigating,2026-08-23 21:35:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22852,SIEM-922852,ORG00075,AST05084,AN01740,Privilege Escalation,High,Open,2026-08-10 09:49:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT22853,SIEM-922853,ORG00367,AST04305,AN04804,Privilege Escalation,Low,Closed,2026-08-17 21:12:00,2026-08-17 21:47:00,35,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22854,SIEM-922854,ORG00190,AST06889,AN16244,Impossible Travel,Medium,Closed,2026-08-03 00:39:00,2026-08-03 00:42:00,3,Investigated user activity and historical baseline.,No,Yes,Yes,
ALT22855,SIEM-922855,ORG00749,AST09910,AN06352,Brute Force,Medium,Closed,2026-09-05 16:40:00,2026-09-05 17:34:00,54,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22856,SIEM-922856,ORG00940,AST09142,AN02869,Impossible Travel,Medium,Closed,2026-09-03 01:41:00,2026-09-03 01:59:00,18,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT22857,SIEM-922857,ORG00272,AST13909,AN06332,Suspicious Login,Medium,Escalated,2026-08-26 17:49:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC22857
ALT22858,SIEM-922858,ORG00783,AST05267,AN17936,Malware,Low,Closed,2026-08-31 23:54:00,2026-09-01 00:12:00,18,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22859,SIEM-922859,ORG00952,AST20280,AN20854,Phishing,Low,Closed,2026-08-29 11:11:00,2026-08-29 12:13:00,62,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22860,SIEM-922860,ORG00504,AST13968,AN12753,Impossible Travel,Medium,Closed,2026-08-18 14:32:00,2026-08-18 15:00:00,28,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22861,SIEM-922861,ORG00950,AST16566,AN04800,Port Scan,Low,Closed,2026-08-19 00:27:00,2026-08-19 01:25:00,58,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22862,SIEM-922862,ORG00762,AST21733,AN12372,Ransomware,Medium,Open,2026-08-10 16:28:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22863,SIEM-922863,ORG00049,AST09546,AN19472,Ransomware,Medium,Closed,2026-08-08 12:09:00,2026-08-08 12:58:00,49,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT22864,SIEM-922864,ORG00238,AST04188,AN07767,Anomalous Process,Medium,Investigating,2026-09-07 22:20:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT22865,SIEM-922865,ORG00884,AST11771,AN21318,Ransomware,Low,Closed,2026-09-06 13:15:00,2026-09-06 13:55:00,40,Investigated user activity and historical baseline.,Yes,No,No,
ALT22866,SIEM-922866,ORG00274,AST17413,AN24116,Data Exfiltration,Low,Investigating,2026-09-03 12:19:00,,,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT22867,SIEM-922867,ORG00113,AST20783,AN08068,Ransomware,Critical,Closed,2026-09-04 06:29:00,2026-09-04 06:39:00,10,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22868,SIEM-922868,ORG00699,AST23320,AN18461,Suspicious Login,Medium,Closed,2026-08-21 08:57:00,2026-08-21 09:37:00,40,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22869,SIEM-922869,ORG00656,AST19569,AN07741,Brute Force,Low,Investigating,2026-08-07 05:26:00,,,Reviewed authentication logs and source IP.,No,No,No,
ALT22870,SIEM-922870,ORG00440,AST02040,AN13632,Brute Force,Medium,Closed,2026-08-26 02:40:00,2026-08-26 03:09:00,29,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22871,SIEM-922871,ORG00580,AST17399,AN10833,Privilege Escalation,High,Investigating,2026-09-03 07:46:00,,,Investigated user activity and historical baseline.,No,No,No,
ALT22872,SIEM-922872,ORG00732,AST20090,AN22811,Privilege Escalation,Medium,Closed,2026-09-03 04:50:00,2026-09-03 05:47:00,57,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22873,SIEM-922873,ORG00402,AST11645,AN01170,Impossible Travel,Medium,Closed,2026-08-14 19:45:00,2026-08-14 20:05:00,20,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22874,SIEM-922874,ORG00656,AST14861,AN06374,Brute Force,Medium,Closed,2026-09-03 13:01:00,2026-09-03 13:28:00,27,Investigated user activity and historical baseline.,Yes,No,No,
ALT22875,SIEM-922875,ORG00464,AST02766,AN21358,Impossible Travel,Low,Closed,2026-08-30 02:25:00,2026-08-30 02:34:00,9,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22876,SIEM-922876,ORG00477,AST24818,AN17357,Privilege Escalation,High,Closed,2026-09-09 00:45:00,2026-09-09 03:14:00,149,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT22877,SIEM-922877,ORG00073,AST17343,AN15167,Brute Force,Low,Closed,2026-09-01 07:54:00,2026-09-01 08:17:00,23,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22878,SIEM-922878,ORG00066,AST07199,AN09578,Malware,Medium,Closed,2026-08-24 12:32:00,2026-08-24 13:01:00,29,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22879,SIEM-922879,ORG00073,AST24976,AN08901,Data Exfiltration,High,Closed,2026-08-27 00:25:00,2026-08-27 00:31:00,6,Reviewed alert.,No,No,No,
ALT22880,SIEM-922880,ORG00426,AST00815,AN19537,Anomalous Process,Medium,Closed,2026-08-05 15:35:00,2026-08-05 16:03:00,28,Reviewed authentication logs and source IP.,No,No,No,
ALT22881,SIEM-922881,ORG00911,AST19575,AN01085,Malware,Medium,Open,2026-08-26 12:52:00,,,Investigated user activity and historical baseline.,No,Yes,No,
ALT22882,SIEM-922882,ORG00039,AST03368,AN17762,Port Scan,Medium,Investigating,2026-08-23 01:33:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT22883,SIEM-922883,ORG00847,AST23737,AN13803,Phishing,Medium,Closed,2026-08-25 07:25:00,2026-08-25 07:35:00,10,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22884,SIEM-922884,ORG00488,AST24940,AN13103,Phishing,Low,Closed,2026-08-21 10:10:00,2026-08-21 11:11:00,61,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22885,SIEM-922885,ORG00166,AST18475,AN24904,Port Scan,Low,Closed,2026-09-08 17:23:00,2026-09-08 18:06:00,43,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT22886,SIEM-922886,ORG00908,AST15096,AN03680,Ransomware,Critical,Escalated,2026-08-07 18:34:00,,,Reviewed authentication logs and source IP.,Yes,Yes,Yes,INC22886
ALT22887,SIEM-922887,ORG00022,AST22190,AN16810,Anomalous Process,Critical,Investigating,2026-08-02 22:02:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22888,SIEM-922888,ORG00258,AST17360,AN10957,Suspicious Login,High,Closed,2026-08-05 08:09:00,2026-08-05 10:22:00,133,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT22889,SIEM-922889,ORG00489,AST04044,AN04394,Port Scan,Low,Closed,2026-08-28 18:21:00,2026-08-28 18:58:00,37,Investigated user activity and historical baseline.,Yes,No,No,
ALT22890,SIEM-922890,ORG00083,AST18371,AN23523,Data Exfiltration,High,Closed,2026-09-08 14:53:00,2026-09-08 15:31:00,38,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT22891,SIEM-922891,ORG00508,AST24042,AN15061,Malware,Low,Open,2026-08-17 19:57:00,,,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT22892,SIEM-922892,ORG00647,AST05986,AN11643,Ransomware,High,Closed,2026-09-03 15:17:00,2026-09-03 15:40:00,23,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT22893,SIEM-922893,ORG00974,AST00299,AN02582,Ransomware,High,Closed,2026-09-07 20:55:00,2026-09-07 21:31:00,36,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22894,SIEM-922894,ORG00880,AST09910,AN06138,Brute Force,Medium,Closed,2026-09-05 09:49:00,2026-09-05 10:14:00,25,Reviewed authentication logs and source IP.,Yes,No,No,
ALT22895,SIEM-922895,ORG00463,AST00502,AN04945,Suspicious Login,High,Closed,2026-08-02 11:26:00,2026-08-02 11:47:00,21,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT22896,SIEM-922896,ORG00867,AST10781,AN06911,Port Scan,High,Closed,2026-08-31 08:55:00,2026-08-31 09:17:00,22,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22897,SIEM-922897,ORG00802,AST05813,AN19461,Malware,Medium,Investigating,2026-08-16 06:03:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT22898,SIEM-922898,ORG00375,AST12331,AN06364,Anomalous Process,Low,Closed,2026-08-28 16:03:00,2026-08-28 16:37:00,34,Reviewed authentication logs and source IP.,Yes,Yes,Yes,
